energy N2_RT_initial N2_RT_initial_ref
11560.0 3.739823103255174 -0.3401246036479446
11560.2 3.758439259140044 -0.31131031685352795
11560.4 3.785058116523551 -0.28009554536539505
11560.6 3.805613199363579 -0.247528834635441
11560.8 3.8326141483254323 -0.21196696154371478
11561.0 3.8595488058595504 -0.1732463884661023
11561.2 3.8895118833306785 -0.13206676649675675
11561.4 3.92413434181376 -0.08756606233868619
11561.6 3.9594685243600436 -0.04096758948143745
11561.8 3.9943703889263182 0.009323755264799697
11562.0 4.035123016273931 0.06514380194015995
11562.2 4.07971053702378 0.12184315524920818
11562.4 4.1271315991299975 0.18444412870292878
11562.6 4.1755725115105955 0.24890212585772487
11562.8 4.229781801315149 0.31743003261785113
11563.0 4.286332149593486 0.3888842432326149
11563.2 4.344770806010955 0.4643058514706829
11563.4 4.4046616063056 0.542278500055311
11563.6 4.46771722879611 0.6207440904520135
11563.8 4.530685747751715 0.7022436877347029
11564.0 4.596484799868868 0.7827951957245822
11564.2 4.66591666428911 0.8626894660720951
11564.4 4.730792487354626 0.9423429799179168
11564.6 4.793528919460335 1.0175847405948442
11564.8 4.855483968639172 1.0883666636612679
11565.0 4.915418327700937 1.1533621902302267
11565.2 4.971237420751322 1.210521951196641
11565.4 5.024748732283594 1.261530929919064
11565.6 5.075878956858006 1.3036456328682358
11565.8 5.118237296823917 1.3368275196610637
11566.0 5.156133099564986 1.3619885367513045
11566.2 5.191945543008851 1.377684964265846
11566.4 5.221411636576433 1.386941499625949
11566.6 5.244995342529323 1.388306314935876
11566.8 5.266752703984107 1.3846091006263768
11567.0 5.279338213461321 1.3748845924189095
11567.2 5.292032709926483 1.3620377952326845
11567.4 5.298259936258419 1.34452283921366
11567.6 5.298676029843578 1.3245310120890479
11567.8 5.296556497935106 1.3026523959651604
11568.0 5.291708482502667 1.2808872667553408
11568.2 5.283791409408121 1.2575731972429043
11568.4 5.272827523589009 1.2346463523973674
11568.6 5.258212724564493 1.2116455597447597
11568.8 5.244273642686308 1.1889680968403797
11569.0 5.225814236167728 1.1658144633373673
11569.2 5.206399218126489 1.146368289825648
11569.4 5.184249009058727 1.1253449014702797
11569.6 5.164889527159516 1.1071675886493175
11569.8 5.139861110398656 1.0885006813714282
11570.0 5.119133195768061 1.0714853751854807
11570.2 5.097686311839907 1.056464278094803
11570.4 5.073998729217857 1.0401339029378216
11570.6 5.05287315781325 1.0261774631530325
11570.8 5.031798283150143 1.012374135033051
11571.0 5.010709795773386 0.9994324450794944
11571.2 4.991633366915697 0.9860482431553267
11571.4 4.969348284373615 0.9753345517786347
11571.6 4.950813756129573 0.9633373750610338
11571.8 4.932511893529104 0.9529757381808269
11572.0 4.916031566572392 0.9424714320489875
11572.2 4.899093171099999 0.9335578805467052
11572.4 4.883083516650741 0.9235421489382903
11572.6 4.865969652409174 0.9146827682212161
11572.8 4.856337456897889 0.9059832224540348
11573.0 4.845125832026222 0.8978178146470097
11573.2 4.831964115114387 0.8907669677760002
11573.4 4.823018222208528 0.8844506457645397
11573.6 4.809901362563131 0.8781315566547898
11573.8 4.798970986256566 0.8730060320503852
11574.0 4.7929680268363635 0.867474755524008
11574.2 4.784931906975869 0.8633466063704128
11574.4 4.7772709611524915 0.8594161003412825
11574.6 4.772242793563253 0.8566769853983989
11574.8 4.766818114184793 0.8541980491737904
11575.0 4.762716922223382 0.852720583632834
11575.2 4.756121407076713 0.8522735450549503
11575.4 4.750326127482048 0.85144832874512
11575.6 4.748076297419866 0.8524323372998127
11575.8 4.7467902852492925 0.8522149033897086
11576.0 4.743815332128254 0.8544021739756508
11576.2 4.740462100852097 0.8565829962935871
11576.4 4.739364624702757 0.8595427625849049
11576.6 4.7405264453172125 0.8623761669447284
11576.8 4.738182209145283 0.8666983965015608
11577.0 4.736219923847521 0.8697612575704571
11577.2 4.739682749860131 0.8743259361128318
11577.4 4.737289510961424 0.8788916684997817
11577.6 4.739581917419573 0.8836097870643743
11577.8 4.739773624444313 0.8883678294769545
11578.0 4.743192901885691 0.8925209955287853
11578.2 4.744002369768513 0.8983278729212993
11578.4 4.742197726309501 0.9027795131186129
11578.6 4.741655770122301 0.9068535164969342
11578.8 4.74572540965198 0.9106419969874111
11579.0 4.747265987996107 0.9147507451928725
11579.2 4.748671297991067 0.9181749227877779
11579.4 4.750986591996298 0.9211533048404215
11579.6 4.752245284537212 0.9244045990040205
11579.8 4.754140823611225 0.9260134086516533
11580.0 4.754812817140233 0.9273614296059941
11580.2 4.758086408702249 0.9282537136858637
11580.4 4.757660562050878 0.9276692207631368
11580.6 4.75924283806666 0.9266316691095557
11580.8 4.761939335997043 0.925069577771485
11581.0 4.759560823626097 0.9227384087045164
11581.2 4.759928877922249 0.9196176685324222
11581.4 4.760683966388181 0.9157719703943482
11581.6 4.761121866157579 0.9119072504162044
11581.8 4.761308911975653 0.908091557029181
11582.0 4.757159581421209 0.902573603388687
11582.2 4.755890816144429 0.8963205753198179
11582.4 4.755717021988047 0.8905199399344386
11582.6 4.75512213470556 0.8849325134144694
11582.8 4.755344794852653 0.8795494977422489
11583.0 4.754739629455495 0.873168602945023
11583.2 4.754049375242068 0.8669524030123594
11583.4 4.752227354782105 0.8616822243629028
11583.6 4.749937631342948 0.8575836468211046
11583.8 4.749118222636116 0.8524340741367108
11584.0 4.746685279027458 0.8484822833952895
11584.2 4.746543633020992 0.8454082319605659
11584.4 4.746762491167472 0.841715875855908
11584.6 4.7435447390533145 0.8384139647494228
11584.8 4.7445218938390346 0.8364415807348137
11585.0 4.74592712380416 0.8349877169883475
11585.2 4.7464301623043665 0.8326623474598057
11585.4 4.747133584262616 0.8315895191514483
11585.6 4.74423795864644 0.8297800700096064
11585.8 4.742559313645364 0.8295695917857914
11586.0 4.747107509232338 0.828008025229741
11586.2 4.745529321112064 0.828524692567158
11586.4 4.744952026973679 0.8289898541765728
11586.6 4.745483532941706 0.8300414492060924
11586.8 4.749654580826966 0.8301577554693816
11587.0 4.7501037180813706 0.8301731113593183
11587.2 4.748203939008684 0.8315041208688848
11587.4 4.749658912595795 0.8329210452127429
11587.6 4.751808955543476 0.8345148743581514
11587.8 4.754502282595138 0.8361626878288508
11588.0 4.756410116598416 0.8382216569936486
11588.2 4.75441767762928 0.8409920718019511
11588.4 4.75868918556711 0.8444577016252739
11588.6 4.760152336628272 0.847830066384015
11588.8 4.764611798903116 0.8512661129461172
11589.0 4.768624278387649 0.8557495489229824
11589.2 4.771559522727534 0.8602052623992221
11589.4 4.773662529274849 0.8647126787963474
11589.6 4.777035769540365 0.870408019903363
11589.8 4.778723925522626 0.8766942549403988
11590.0 4.779702191233853 0.8833339176143197
11590.2 4.784299486389399 0.8891686660707552
11590.4 4.790460642913682 0.8955202890992773
11590.6 4.791271621005259 0.9035369465582258
11590.8 4.795500577182033 0.9113199492101471
11591.0 4.800942412632209 0.919473191869058
11591.2 4.804185042647246 0.926479646491665
11591.4 4.808232668230084 0.9341229458926507
11591.6 4.807074081244691 0.9425614797433125
11591.8 4.811981290026633 0.9499117541634008
11592.0 4.816230437353638 0.9587551661909036
11592.2 4.819779221959016 0.9662233781843509
11592.4 4.823161946393526 0.9720517779632813
11592.6 4.827508949737618 0.9798666648401522
11592.8 4.829891748969677 0.9861807768975595
11593.0 4.834734663654469 0.9912845850063619
11593.2 4.838018617821901 0.996469592683292
11593.4 4.8405940394028075 1.0010536323665937
11593.6 4.838882207481047 1.0053193935315827
11593.8 4.84519275876988 1.0085975009679347
11594.0 4.840661802625676 1.0099812013622218
11594.2 4.840522993081219 1.0112826359650935
11594.4 4.843941561099111 1.0124243228257748
11594.6 4.845377442817551 1.0124973618265496
11594.8 4.844057550387033 1.0120841733176567
11595.0 4.845998090670026 1.0108734007609659
11595.2 4.846742559312171 1.008446914750448
11595.4 4.847682720101412 1.0057845750677321
11595.6 4.841777142891037 1.0027002029197574
11595.8 4.843154311827089 0.9981637157148501
11596.0 4.843710286374748 0.9947166372798524
11596.2 4.841677368716967 0.9904938200599562
11596.4 4.840931767780391 0.9864963369285324
11596.6 4.836487493886587 0.9816812324700573
11596.8 4.83634957291577 0.9769858536050378
11597.0 4.834156734145543 0.9717486643682791
11597.7 4.831688771246693 0.9538782235981357
11598.4 4.82438614985865 0.9370261614148342
11599.1 4.818581838072359 0.9219070337993778
11599.8 4.813387030395626 0.9095676878758099
11600.5 4.81009671713145 0.9000334162894972
11601.2 4.8045017965617465 0.8929388417551715
11601.9 4.802867921639367 0.8876841267397644
11602.6 4.800191770988456 0.8829504916487699
11603.3 4.7989601413574725 0.8774271639601258
11604.993695 4.796084664628681 0.8607165888895862
11605.999583 4.794399648491893 0.8502874102532704
11607.017662 4.793931897638567 0.842437658988423
11608.047933 4.798946014519537 0.8388764545537892
11609.090396 4.805444968253706 0.8420230189304554
11610.145051 4.813614513902227 0.8507475163505155
11611.211898 4.82354010775185 0.86429508031587
11612.290937 4.8347096144557264 0.8808838218735017
11613.382167 4.847375608488236 0.8987396381922438
11614.48559 4.85897946099149 0.9178188544940018
11615.601204 4.872580433722226 0.9366734262910998
11616.729011 4.882468152521843 0.9544141251875307
11617.869009 4.8903357402406 0.9688875851504861
11619.021199 4.896893585997071 0.9788917454151436
11620.185582 4.9016750227466614 0.9822092833606154
11621.362156 4.902443447189196 0.9804077692230687
11622.550922 4.90068134348334 0.9739550072060685
11623.751879 4.898588335852861 0.9661648278810139
11624.965029 4.893431289020475 0.957448981950847
11626.190371 4.8892468416859 0.9493311306204825
11627.427904 4.8832287319773595 0.9408038943812046
11628.67763 4.877704720156087 0.9320214413248548
11629.939547 4.873646484327879 0.9247977236235607
11631.213657 4.866971371108584 0.9181365198797267
11632.499958 4.860647446557677 0.9132693308940361
11633.798451 4.854960241915359 0.9074976971878843
11635.109136 4.849749176089173 0.9013350341818663
11636.432013 4.8464105675151465 0.8928462422646125
11637.767082 4.839942554987809 0.882075392886137
11639.114342 4.8343740014085705 0.8701405039193182
11640.473795 4.830187961508711 0.8578274930223277
11641.84544 4.8272274918696585 0.8464001865441411
11643.229276 4.822925044242303 0.8369160242586257
11644.625305 4.822290877861568 0.8297892062714551
11646.033525 4.821486239649698 0.8245141247086661
11647.453937 4.820613936701249 0.8206188523875166
11648.886541 4.822216778156233 0.8189385707072808
11650.331337 4.826327764743503 0.8197921395329538
11651.788325 4.827986227758981 0.8244165007169753
11653.257505 4.835123360996287 0.8320016538283901
11654.738877 4.8393599882250165 0.8429425802843286
11656.23244 4.8482372627099135 0.855269360994417
11657.738196 4.855335968130146 0.8680457882415558
11659.256143 4.858773964125455 0.8793801395576828
11660.786283 4.865645721551935 0.8879123390800109
11662.328614 4.869795589465973 0.8936989770809352
11663.883137 4.875092859641471 0.8966088824128493
11665.449852 4.877994738702571 0.8973073994224782
11667.028759 4.880812120632516 0.8957420595369641
11668.619858 4.885526477767382 0.8936133074217287
11670.223149 4.889138970183964 0.8915597205409417
11671.838632 4.888762173938212 0.8880754539132162
11673.466307 4.889267158911858 0.8848368217496023
11675.106173 4.891704236621549 0.8815746838665055
11676.758232 4.894273596173636 0.8792741489056769
11678.422482 4.896134027693591 0.8779198100652029
11680.098924 4.896943654388716 0.8782174741926918
11681.787558 4.901269399111383 0.8808825846830113
11683.488385 4.904536484833685 0.8848603199855185
11685.201403 4.908426027478122 0.8889508111035993
11686.926613 4.910853475659332 0.8921403560613506
11688.664014 4.9099921986129305 0.8939946595213839
11690.413608 4.9092336628460105 0.8932737743641186
11692.175394 4.909481063490892 0.8895448273520603
11693.949371 4.908016769834169 0.8828030421399231
11695.735541 4.906141797331637 0.8741372113766117
11697.533902 4.903275168453694 0.862946979499312
11699.344455 4.9012110793159325 0.8500397667297798
11701.167201 4.899720140584129 0.8368798856523215
11703.002138 4.899231052040661 0.8246051277529921
11704.849267 4.8989606891900666 0.8151735090367439
11706.708588 4.8996664144373465 0.8093171525241195
11708.5801 4.8982202179272445 0.8067540990607317
11710.463805 4.899366986719545 0.8076903874168478
11712.359702 4.90443310260374 0.8112035113735505
11714.26779 4.9082704256316125 0.8169340389866446
11716.188071 4.911281585287439 0.8238136045701209
11718.120543 4.917434959459501 0.8311418848455718
11720.065207 4.921386538125605 0.8388520023881433
11722.022064 4.927678482072855 0.845165949006921
11723.991112 4.934969848369268 0.8506070069584137
11725.972352 4.937367659140689 0.8556550480639413
11727.965784 4.94099050295902 0.8597364873619052
11729.971407 4.9465120129219 0.8629663363712841
11731.989223 4.949582782491627 0.8655227798970926
11734.019231 4.952367442428235 0.8669986380785176
11736.06143 4.95568560479086 0.8668558030584719
11738.115822 4.95755027411731 0.8655479268543141
11740.182405 4.960810273064057 0.8631503441775915
11742.26118 4.9669885836879315 0.8618087635506264
11744.352148 4.965397015229333 0.8614370711481099
11746.455307 4.9658204182604955 0.8631585667301521
11748.570658 4.969362759297819 0.8669093481038986
11750.698201 4.971008434341609 0.87113152737501
11752.837935 4.974184177692521 0.8753314647454291
11754.989862 4.975541252800239 0.877357250627507
11757.153981 4.975726803400135 0.8755935960875132
11759.330291 4.975660714783964 0.8688540775477425
11761.518794 4.980650269503783 0.8574610296098795
11763.719488 4.976954172639143 0.8443938350883806
11765.932374 4.975231347054268 0.8317856996333266
11768.157453 4.972948769536434 0.8208287802206802
11770.394723 4.972930568449626 0.8123116317837045
11772.644185 4.971907099738996 0.806523931853862
11774.905838 4.973226783634729 0.8023813981472385
11777.179684 4.975672153840051 0.7992519531579926
11779.465722 4.974610682638202 0.796535407576238
11781.763952 4.977002033125126 0.795259685608954
11784.074373 4.981460188363759 0.7945587752363578
11786.396987 4.982712536585238 0.7941089278205922
11788.731792 4.9875186878306526 0.7943198712556474
11791.078789 4.992245958990835 0.794756266704206
11793.437978 4.9949970156596954 0.7964846963859507
11795.809359 5.002334479152425 0.799579773522827
11798.192932 5.007830695875656 0.804239818999535
11800.588697 5.008276881250789 0.8106919932787857
11802.996654 5.012601836029432 0.8184191372031807
11805.416803 5.019244856677978 0.8268323235975867
11807.849143 5.024692678986434 0.8356829849781384
11810.293676 5.029069240056243 0.8435849129570113
11812.7504 5.030710332431207 0.849544393909085
11815.219317 5.033719136464332 0.8527914004474858
11817.700425 5.0386530276407235 0.8527272339553693
11820.193725 5.039419825822448 0.8498286583441335
11822.699217 5.039314686526931 0.8447686240141693
11825.216901 5.0391818492232705 0.8377233798086968
11827.746777 5.040424977485789 0.8288017450899576
11830.288845 5.037802878803244 0.8180782916743391
11832.843105 5.035134161907768 0.805953190368464
11835.409556 5.037262397889734 0.7939848958757244
11837.9882 5.039161353097791 0.7836803793762941
11840.579035 5.036922542675953 0.7755707249321001
11843.182062 5.037660542954932 0.7709800084381772
11845.797282 5.039109226569721 0.7691465167108065
11848.424693 5.0399900554610335 0.7691714716942266
11851.064296 5.043671580756574 0.771031280237473
11853.716091 5.048695275337779 0.7737958180597514
11856.380078 5.051611573612949 0.7749173073313579
11859.056256 5.053483467696257 0.7743915109824494
11861.744627 5.0557078861738916 0.7713064405542229
11864.44519 5.059799108417588 0.7670324847907198
11867.157944 5.059735094318536 0.7634807759524175
11869.882891 5.063329079667756 0.7619895411752926
11872.620029 5.065866625939021 0.7632448245968455
11875.369359 5.071325013808514 0.7664796911399546
11878.130881 5.077005589682981 0.7710475060210688
11880.904595 5.078782996699048 0.7759767468596619
11883.690501 5.084324261370422 0.7809855490762577
11886.488599 5.087655592733336 0.7858806994426311
11889.298889 5.090625101926431 0.7906422492644485
11892.121371 5.094515643694516 0.7945246672377043
11894.956044 5.099741525892617 0.7963959437837942
11897.80291 5.1051132901879175 0.7956382219574483
11900.661967 5.106780171370214 0.7924567003467341
11903.533217 5.106895474070343 0.7863405333494755
11906.416658 5.106879639132812 0.7778316109278387
11909.312291 5.10804462510715 0.767646503383231
11912.220116 5.107487888611642 0.75702868218464
11915.140133 5.10961575451418 0.7476746683933934
11918.072342 5.110089571382635 0.7406531497489834
11921.016743 5.11775814276726 0.7361025595070531
11923.973335 5.11183540645277 0.7332552553762695
11926.94212 5.109909047726153 0.7332557269752962
11929.923096 5.113813444601119 0.7337391851643701
11932.916265 5.115837060133893 0.7343881358534924
11935.921625 5.122261388082321 0.735160646163069
11938.939177 5.124735034073628 0.7355575635544489
11941.968921 5.125655599179869 0.7352337974672337
11945.010858 5.129222159822872 0.7342732620662266
11948.064985 5.1314819318066185 0.7321889526361001
11951.131305 5.135079757115023 0.728704325581471
11954.209817 5.1368294670740795 0.7249364233259941
11957.300521 5.140145542542836 0.7226613791400612
11960.403416 5.144588202805865 0.7220770314773197
11963.518504 5.149546745665243 0.7240472308828362
11966.645783 5.153874018765645 0.7269419775857634
11969.785255 5.157159148920281 0.7299068330571366
11972.936918 5.159364162783518 0.7320662191697979
11976.100773 5.162556225165907 0.7330363865646159
11979.27682 5.1656127224564825 0.7330878097648641
11982.465059 5.169928855079697 0.7326937789665627
11985.66549 5.173938728897559 0.7326834617190042
11988.878112 5.1744893494898765 0.7324243590540434
11992.102927 5.177320862004091 0.7314101493679386
11995.339934 5.180656467655585 0.7292847675049047
11998.589132 5.180983526165095 0.7253842022297812
12001.850523 5.183448886490439 0.7197357052082302
12005.124105 5.1837591091437645 0.7123490708589807
12008.409879 5.187085321873498 0.7038127883146567
12011.707845 5.187923483202311 0.6947933306170927
12015.018003 5.190021029806827 0.6862166865565361
12018.340353 5.1910452881448155 0.6794516072479293
12021.674895 5.191636646762846 0.674956862653273
12025.021629 5.1947803092191105 0.6729498767777594
12028.380554 5.1994482801985935 0.6720984403791717
12031.751672 5.200570146183458 0.6725597719231124
12035.134982 5.204849902855467 0.6735328447394593
12038.530483 5.207717744852464 0.6746672270773539
12041.938176 5.211731816419704 0.675653047836109
12045.358061 5.220665360318178 0.6765922442517426
12048.790139 5.223064427770325 0.6769606641479152
12052.234408 5.2224750664398325 0.677864116688586
12055.690868 5.226049452438728 0.6789350691253833
12059.159521 5.229482358019301 0.6794814987146687
12062.640366 5.234247017932305 0.679544350576092
12066.133403 5.2377233890393535 0.6790988799253123
12069.638631 5.240024484869423 0.6777101913942344
12073.156052 5.242164885165739 0.6767145027444115
12076.685664 5.245912269593337 0.6758559028144433
12080.227468 5.249288334658688 0.6746461732909311
12083.781465 5.2527925769960255 0.6724054605784213
12087.347653 5.254528410830252 0.669344435506704
12090.926033 5.2581539937039175 0.6651931773077326
12094.516605 5.260999987864851 0.6604430822102152
12098.119369 5.26371959745045 0.6556697501266942
12101.734324 5.267340830502362 0.6511392148647392
12105.361472 5.267640681972214 0.6467842843165043
12109.000811 5.269551715978896 0.642727244728862
12112.652343 5.273840467491214 0.6390052435309154
12116.316066 5.281175468302487 0.6351838413054502
12119.991982 5.276969635456013 0.6311782241713731
12123.680089 5.274886255379394 0.6268263107238954
12127.380388 5.277541832199019 0.6225774339956589
12131.092879 5.28226931705563 0.6191310607929352
12134.817562 5.286123119221973 0.6163473249278282
12138.554437 5.287163370760636 0.6147293612069872
12142.303503 5.292550876498185 0.6138733301833162
12146.064762 5.294549957428556 0.6133098954090722
12149.838213 5.297371826120953 0.6125395504916095
12153.623855 5.301355180727335 0.6122695217444107
12157.421689 5.3052988268623205 0.6124536443191889
12161.231716 5.308366365842212 0.6125610282703821
12165.053934 5.312068056209222 0.6127910030828646
12168.888344 5.316027636699017 0.6132579091994073
12172.734946 5.330550902067312 0.6131140423443189
12176.59374 5.3362269754080724 0.6127391058206468
12180.464726 5.3326181519506894 0.6124285358517759
12184.347903 5.3344751486208715 0.611521469761489
12188.243273 5.3372028309003765 0.6100773149272516
12192.150835 5.34113872910787 0.6080104930911319
12196.070588 5.343569073863244 0.6051927190299033
12200.002533 5.3466555379349705 0.6020155586986307
12203.946671 5.348736662462885 0.5979748397265398
12207.903 5.350898855869758 0.5936226406188491
12211.871521 5.3548193064052 0.5888910431293841
12215.852234 5.357094061264561 0.5841485389293715
12219.845139 5.358695495032771 0.5795128760083302
12223.850236 5.360984965904464 0.5757921938209987
12227.867524 5.366469471409806 0.5726573494442752
12231.897005 5.369333445242767 0.5696738612446622
12235.938678 5.3723750713779825 0.5665796611620413
12239.992542 5.374838443299963 0.5634770989979845
12244.058598 5.377757467054339 0.5605549664022071
12248.136847 5.382244098031888 0.5572640038219276
12252.227287 5.388200763417623 0.5536864739134771
12256.329919 5.39630788824818 0.5493717028050329
12260.444743 5.389665161151007 0.5458929996352256
12264.571759 5.392409616001194 0.5433204624627153
12268.710967 5.395850677887436 0.5416136271341458
12272.862366 5.398800431937791 0.5407572640241501
12277.025958 5.403793754587809 0.5400364591098051
12281.201742 5.4075469564353495 0.5405044934147424
12285.389717 5.412411476160117 0.5410474443790123
12289.589884 5.414298866337294 0.5418204028123967
12293.802244 5.420510904216946 0.5423578329733568
12298.026795 5.434159830508662 0.5424994614739318
12302.263538 5.430282875523048 0.5418988284999784
12306.512473 5.43154113852017 0.5409703173647555
12310.7736 5.435324788492729 0.5392930176287467
12315.046919 5.437360015951165 0.5366514523713432
12319.332429 5.441398185752062 0.5332967111754704
12323.630132 5.443263383758433 0.5292137896445638
12327.940026 5.447003114413311 0.5245770891624216
12332.262113 5.449470863376429 0.5196165479247927
12336.596391 5.453811826215115 0.5147483902990397
12340.942861 5.456363067790156 0.5099793224263196
12345.301524 5.459140834251035 0.505847853036355
12349.672378 5.4632708753215615 0.5021906418959896
12354.055424 5.46411310176244 0.4990291541342007
12358.450662 5.467320030756441 0.4960419892703065
