energy N2_RT_initial N2_RT_initial_ref
12362.858091 5.471281877941686 0.4935369174991907
12367.277713 5.475355696647322 0.4906559052036365
12371.709527 5.478450739426171 0.48795143147274744
12376.153532 5.481465795666149 0.485057235152081
12380.60973 5.484620487388513 0.48227184145378615
12385.078119 5.488430233255889 0.47969984338427385
12389.5587 5.4916857651602875 0.4771973134034778
12394.051473 5.496174638588628 0.4749037264623487
12398.556438 5.498113177194617 0.4726509064667605
12403.073595 5.502420235126471 0.470499592118558
12407.602944 5.5046267619748654 0.46882091887161537
12412.144485 5.507515555765987 0.46733594993284167
12416.698218 5.512366693168853 0.4657240999636671
12421.264142 5.536504728157994 0.46437223128279215
12425.842259 5.544181640096182 0.46301434590996315
12430.432567 5.535231621524978 0.4617849117469258
12435.035068 5.534525873718139 0.4604809035989472
12439.64976 5.5363679549869005 0.4589477524002499
12444.276644 5.5408914611581555 0.4571474907267399
12448.91572 5.546796767410142 0.45476893568261634
12453.566988 5.550370863824106 0.45222509523247595
12458.230448 5.552763720782153 0.44940605402615785
12462.9061 5.555859675828938 0.44635065830485404
12467.593943 5.56030190889906 0.44308379586342284
12472.293979 5.565622040913926 0.439533292281121
12477.006206 5.564721460739813 0.4357627880092133
12481.730626 5.569146018395366 0.4319915732510821
12486.467237 5.57391233007831 0.4280933332284802
12491.21604 5.57835844324405 0.42426988029895785
12495.977036 5.589153979437812 0.42039163362385507
12500.750223 5.592503596738302 0.41663625935755777
12505.535602 5.577587153600765 0.41313942277399557
12510.333172 5.583288890948524 0.4099182734886441
12515.142935 5.588613830892576 0.40710578421048316
12519.96489 5.593084369886581 0.40422674765250627
12524.799037 5.5974921759073855 0.40165899374742503
