energy H2_300_initial H2_300_initial_ref
11583.4 5.296291699760454 0.775582064004917
11583.6 5.296872418685239 0.76950287420469
11583.8 5.296588335664093 0.764213354811781
11584.0 5.294444995065028 0.7611764557266326
11584.2 5.289054819165748 0.7572516280554068
11584.4 5.29080798328308 0.7541691949403645
11584.6 5.290166846716879 0.7521584457399358
11584.8 5.285082206640063 0.7486401932052767
11585.0 5.2858117704031615 0.7462625011499143
11585.2 5.287229638239864 0.7451067605256793
11585.4 5.28558807527502 0.7430507804350592
11585.6 5.282241413167415 0.7430093878691337
11585.8 5.284598267219331 0.7421184773781119
11586.0 5.284390495299651 0.7402478563790734
11586.2 5.279302676655666 0.740724200237039
11586.4 5.286087934213559 0.7408579608158762
11586.6 5.2885959817896095 0.7407734210467926
11586.8 5.287414278728706 0.7420717994585555
11587.0 5.285499733193762 0.7424275597301676
11587.2 5.290153845392632 0.7425030919019228
11587.4 5.288995539383582 0.7435608853630182
11587.6 5.290150425433178 0.7460256740746017
11587.8 5.293885378009246 0.7479647257938007
11588.0 5.292659109372581 0.7498713346176074
11588.2 5.298599938725968 0.7512006867725514
11588.4 5.295063275254071 0.7543801910795574
11588.6 5.302363471559173 0.7572065662079526
11588.8 5.30772055532504 0.761279860423061
11589.0 5.30525423628175 0.7663760713748611
11589.2 5.309061334876508 0.7701375544787338
11589.4 5.313086785411111 0.7757047131117792
11589.6 5.3131576205501805 0.7804012173873321
11589.8 5.323227919285412 0.7867064526973727
11590.0 5.325297003003831 0.7929227175841803
11590.2 5.329239217174738 0.7987357878521857
11590.4 5.3326742252122665 0.8059828783308216
11590.6 5.33472090542402 0.8124067261846492
11590.8 5.339422170788488 0.8207184776336228
11591.0 5.344921586636805 0.8279582065902212
11591.2 5.3526482103889474 0.8357841657243529
11591.4 5.355381494831732 0.8443358400383225
11591.6 5.357289926346735 0.8533067091822337
11591.8 5.361507702293772 0.8607385518116343
11592.0 5.363968135845748 0.8670817713345291
11592.2 5.3709697727088175 0.8743064596290241
11592.4 5.369347998075402 0.883114010545054
11592.6 5.375686751516768 0.8896646789324395
11592.8 5.382216146861725 0.8966697234124732
11593.0 5.3820493538649705 0.89988480351472
11593.2 5.387202982319525 0.9057498939446342
11593.4 5.389686265356866 0.9122613066106118
11593.6 5.389749799633381 0.9141320052264766
11593.8 5.389793128334756 0.917841300419332
11594.0 5.3942655492414975 0.9199620320085176
11594.2 5.396539535847393 0.9221445074825636
11594.4 5.3960320327920295 0.9218225231195485
11594.6 5.394772782172437 0.9226037439060306
11594.8 5.392821250083334 0.9217501912376794
11595.0 5.399379123420372 0.9199295560594193
11595.2 5.39914605848374 0.9194209733370773
11595.4 5.39363446123847 0.9159463115593541
11595.6 5.393142758318667 0.9135701845057171
11595.8 5.391388287213495 0.9104087840721845
11596.0 5.391999090780625 0.9066551454535242
11596.2 5.389545728339997 0.9036359784517376
11596.4 5.3862551074967095 0.8981757853072849
11596.6 5.387358204894731 0.8949437764875572
11596.8 5.384566381040815 0.8891306290433082
11597.0 5.381845990121993 0.884341881471963
11597.7 5.369019123440149 0.8662593095873126
11598.4 5.359578830146625 0.8499480877122308
11599.1 5.353505359107518 0.8343091657859357
11599.8 5.3463192344228245 0.821959843784754
11600.5 5.3382488262463985 0.8125812906548934
11601.2 5.33480413668106 0.8052625385962776
11601.9 5.329241214237645 0.7995114746017967
11602.6 5.323715075559319 0.7948494935746918
11603.3 5.3186631183149045 0.7894423352321699
11604.993695 5.311753415124635 0.7725292729889187
11605.999583 5.3093327296718495 0.7619238699840306
11607.017662 5.310207634944328 0.7535388923775397
11608.047933 5.311614220189703 0.750761256909807
11609.090396 5.316654134552857 0.753171629880235
11610.145051 5.323177443127281 0.7620019157923374
11611.211898 5.332944193111708 0.775293369504748
11612.290937 5.3488777042767905 0.79156085278746
11613.382167 5.360568680318572 0.8096586154573248
11614.48559 5.373913072199622 0.8279402740201176
11615.601204 5.388637288564612 0.8470194035769797
11616.729011 5.3986698878044725 0.8645239514569167
11617.869009 5.409120835971573 0.8794527597931366
11619.021199 5.420184784090192 0.8897025216462263
11620.185582 5.425288784990006 0.8943573873234524
11621.362156 5.42911812120285 0.8927103278659624
11622.550922 5.4293067379084095 0.8861761668351503
11623.751879 5.426013742122713 0.8781256996257729
11624.965029 5.42576648823613 0.8689629585514496
11626.190371 5.418274739806857 0.8606165241256484
11627.427904 5.414173192297468 0.8519402598765067
11628.67763 5.4103860893404585 0.843556394303764
11629.939547 5.407640254933569 0.8358172309111299
11631.213657 5.403118158819786 0.82991094670216
11632.499958 5.397360117590978 0.8246218946337243
11633.798451 5.394117919077112 0.819578964487764
11635.109136 5.388191172765077 0.812905257254366
11636.432013 5.385268462927256 0.8042250559895879
11637.767082 5.3797557130084295 0.7935822902105256
11639.114342 5.375458009941104 0.7822312225146255
11640.473795 5.369744062384247 0.7702054254619851
11641.84544 5.3643546006561875 0.7586009754547522
11643.229276 5.360162456372406 0.7487380655247822
11644.625305 5.357010518039313 0.7413325526177287
11646.033525 5.355849987846559 0.7355741691453146
11647.453937 5.356028307004897 0.7322216519266378
11648.886541 5.3574911788786554 0.7305623385762239
11650.331337 5.3590387752909505 0.7310620163257641
11651.788325 5.362875187065428 0.7354981930526112
11653.257505 5.368740709128806 0.7441098269519465
11654.738877 5.37261519880974 0.7543029397362109
11656.23244 5.3818631461816295 0.7663245195422477
11657.738196 5.388817078216604 0.7788298916201855
11659.256143 5.392375795383904 0.7897086137823878
11660.786283 5.399624351851472 0.7989731625995196
11662.328614 5.405034244771059 0.8047442633024848
11663.883137 5.40864766320764 0.8077588912683062
11665.449852 5.410711088537147 0.8084121160323993
11667.028759 5.41455489122289 0.8076342324692674
11668.619858 5.415987775080849 0.8051896300124549
11670.223149 5.420977618200604 0.8023985161165165
11671.838632 5.422189994465877 0.7991091988774086
11673.466307 5.4251282505455976 0.7955382660871785
11675.106173 5.425832248048864 0.7927890812569972
11676.758232 5.427344193095161 0.7906571975399929
11678.422482 5.429564870404385 0.7890563718327748
11680.098924 5.430751702838568 0.7896362739497101
11681.787558 5.430994043282134 0.7918546407964943
11683.488385 5.436765190496772 0.7961800698867545
11685.201403 5.4398798447550565 0.7995140902553862
11686.926613 5.4402422594615825 0.8029339061567835
11688.664014 5.444547505451232 0.8047934668904138
11690.413608 5.443568892109957 0.8047086566497123
11692.175394 5.445577234419862 0.8006950182685404
11693.949371 5.4462333391995275 0.7945268726009994
11695.735541 5.443513493488079 0.7853750612049725
11697.533902 5.441673576343326 0.774267215445024
11699.344455 5.437624993932253 0.7615976049633935
11701.167201 5.43927889795346 0.7483079551287712
11703.002138 5.4403428946275785 0.7364734887560448
11704.849267 5.43855871276478 0.7263000168987129
11706.708588 5.435131878633897 0.7210440319677758
11708.5801 5.434411458826105 0.7180189845348578
11710.463805 5.435475627389091 0.7189586499268152
11712.359702 5.440876128765109 0.7224381116507578
11714.26779 5.445326351977173 0.7283778923492212
11716.188071 5.446764627967754 0.7352088863348726
11718.120543 5.45222741850331 0.7425133492925565
11720.065207 5.461689653452374 0.7495675976677344
11722.022064 5.467851520336227 0.7562447580714686
11723.991112 5.470293182988948 0.7619358505141361
11725.972352 5.475805747393537 0.7667886628762267
11727.965784 5.479229048035255 0.7709839997398218
11729.971407 5.484356643469911 0.7738658189245775
11731.989223 5.491932779973974 0.7765850361395293
11734.019231 5.4926679170482 0.7782397710752019
11736.06143 5.497855131169915 0.7779629980299365
11738.115822 5.501573372494879 0.776497076539323
11740.182405 5.5033031080167305 0.7741511086489116
11742.26118 5.508786895883678 0.7727221266234574
11744.352148 5.508713136090286 0.7726231819526985
11746.455307 5.508245825189243 0.7743445685962597
11748.570658 5.511533945330762 0.7784966832043543
11750.698201 5.5151874659674025 0.7825995064418441
11752.837935 5.517360546313522 0.7865031623134765
11754.989862 5.51982722913151 0.7881455017449607
11757.153981 5.523497480195798 0.7864876965219663
11759.330291 5.525296158846296 0.7800462414639612
11761.518794 5.524702710830284 0.7694688238463758
11763.719488 5.525363243681374 0.7559283733833508
11765.932374 5.520901331048122 0.7430062265528241
11768.157453 5.518305156849148 0.7323959989446117
11770.394723 5.5172535026674865 0.7240137865219667
11772.644185 5.519875454919621 0.7182855998632726
11774.905838 5.520046194430064 0.7136265685245091
11777.179684 5.519913461296154 0.7101536853189451
11779.465722 5.520416676812224 0.7079889460181719
11781.763952 5.525648588491537 0.7069321368679425
11784.074373 5.526112477299117 0.7059638536843673
11786.396987 5.5272339604210945 0.7058202744076238
11788.731792 5.529103152352282 0.705724744764994
11791.078789 5.532972315361576 0.7057832572913695
11793.437978 5.538332064437708 0.7081722341730521
11795.809359 5.5490895819446555 0.7108270598643835
11798.192932 5.551036433046528 0.7153225362269727
11800.588697 5.552080028435218 0.7215869516748119
11802.996654 5.558695937606748 0.7293849173625142
11805.416803 5.564354420668245 0.7385604354320542
11807.849143 5.5704425556720745 0.7470335603295457
11810.293676 5.5744294477301315 0.7550243098089788
11812.7504 5.577964176796442 0.7607328674342245
11815.219317 5.582171037369529 0.7636521655834139
11817.700425 5.587020932938629 0.7639617698926428
11820.193725 5.587429527632316 0.7614537678657923
11822.699217 5.590480333149492 0.7565916694456983
11825.216901 5.592512656941963 0.7490441222328689
11827.746777 5.590113829316989 0.7403116435092827
11830.288845 5.591605970373594 0.7297113985553223
11832.843105 5.593265893731799 0.7173940454092413
11835.409556 5.595440126567804 0.7057046476941439
11837.9882 5.5971628835496405 0.6946347495316268
11840.579035 5.593207471351552 0.6869759903303753
11843.182062 5.595892674442846 0.682359199174212
11845.797282 5.592952895826691 0.6802476057085146
11848.424693 5.59384244173009 0.6805392003030064
11851.064296 5.597896660044374 0.6824039909859417
11853.716091 5.601649891924495 0.6848978372568896
11856.380078 5.603211600250505 0.6865433695333617
11859.056256 5.606854230323797 0.6860922325188649
11861.744627 5.608872065538842 0.6826744952862508
11864.44519 5.611411058022208 0.6787111085456322
11867.157944 5.613776659077492 0.6751077291525214
11869.882891 5.616478596778876 0.6732490650303161
11872.620029 5.6205078185596635 0.6746486719398799
11875.369359 5.624278720892593 0.6776223966504513
11878.130881 5.626749397481321 0.6818938541375391
11880.904595 5.631520789161621 0.6871538369757085
11883.690501 5.63852317192837 0.6924137596054801
11886.488599 5.642268414368501 0.6969750646405998
11889.298889 5.644447063355174 0.7019901461335499
11892.121371 5.64909090502737 0.7055960468489296
11894.956044 5.656129177450419 0.7078044344078958
11897.80291 5.6639762155060485 0.7072573797619509
11900.661967 5.66491283955313 0.7040542215783164
11903.533217 5.662316802039244 0.6982020933632537
11906.416658 5.66268517083121 0.6895555297106554
11909.312291 5.6619643725301385 0.6791112581992065
11912.220116 5.670328309584657 0.668569904696306
11915.140133 5.6690577671432125 0.6591083811767088
11918.072342 5.672232656595204 0.6519209396202734
11921.016743 5.679115024325007 0.6473737204585738
11923.973335 5.670300673402539 0.64464086368381
11926.94212 5.672495330102543 0.6444191980376827
11929.923096 5.6740094102009015 0.6451023394905026
11932.916265 5.676385325177543 0.6454211113673275
11935.921625 5.681294558578627 0.6463434366626096
11938.939177 5.684769931312786 0.6467009698214576
11941.968921 5.690078264086976 0.646936752541567
11945.010858 5.691661769194293 0.6460368665260513
11948.064985 5.696109390655115 0.6440191409203313
11951.131305 5.6983323392102125 0.6402433212888764
11954.209817 5.7020313166729775 0.6365912872020131
11957.300521 5.7050918561488455 0.6337874258499531
11960.403416 5.706309856463872 0.6339608312931831
11963.518504 5.712880074665158 0.6356520332306592
11966.645783 5.716102005917521 0.638116013544977
11969.785255 5.717274423864874 0.6410700002304441
11972.936918 5.724187989180149 0.6433957032293527
11976.100773 5.7262441407511275 0.6445888203925213
11979.27682 5.728415196209866 0.6443701664310598
11982.465059 5.732678287222147 0.6442363955449266
11985.66549 5.738232111183035 0.6439295468634174
11988.878112 5.74070601623773 0.6436227884555551
11992.102927 5.744382913100617 0.64270829585514
11995.339934 5.74763151454428 0.640432071056937
11998.589132 5.747733280565269 0.6371694599673262
12001.850523 5.751797675266326 0.6311399831701031
12005.124105 5.751866618335359 0.6240282626711899
12008.409879 5.752693076509476 0.6157419643719939
12011.707845 5.757137669572833 0.6065032470818004
12015.018003 5.758887794913634 0.5980509535379527
12018.340353 5.7612679150017305 0.5908070698104562
12021.674895 5.761465308475609 0.5865607459604015
12025.021629 5.76639248720578 0.5841154217996641
12028.380554 5.76928515306184 0.5832991104033838
12031.751672 5.77298289110634 0.5838741622176232
12035.134982 5.774136300719344 0.584662570366267
12038.530483 5.778072985077872 0.5860318652686101
12041.938176 5.783551922780207 0.587006868875474
12045.358061 5.793103171465609 0.5880916564546218
12048.790139 5.792783758622831 0.588307966123666
12052.234408 5.79270312184299 0.5893345476048657
12055.690868 5.796885170713876 0.590285586041585
12059.159521 5.800723593995109 0.5908198012211205
12062.640366 5.805044338877005 0.5909912679482557
12066.133403 5.807259635023987 0.5903744562894874
12069.638631 5.810783706022657 0.5891730670844002
12073.156052 5.813873770688628 0.588007336636546
12076.685664 5.819014807045468 0.5869790825428058
12080.227468 5.822069137272462 0.5859731866454574
12083.781465 5.826081398748005 0.5842344626800492
12087.347653 5.831259342522743 0.5809749169987092
12090.926033 5.831879313270834 0.5766135757866466
12094.516605 5.83487891357333 0.5724255049803577
12098.119369 5.839541141159725 0.5675083528915987
12101.734324 5.841642615866385 0.5629037992894868
12105.361472 5.8459193342486495 0.5585087258379561
12109.000811 5.848124670474225 0.5545392695827034
12112.652343 5.8506855541721645 0.5504058162804354
12116.316066 5.860170672100855 0.5465161296703459
12119.991982 5.856487769877049 0.5423937368858505
12123.680089 5.853424667779054 0.5381729172556897
12127.380388 5.858520567678235 0.534387832822038
12131.092879 5.863257504908958 0.5305945227986213
12134.817562 5.865701123173145 0.5281135681522243
12138.554437 5.868146674224485 0.5263598571184496
12142.303503 5.870159275399031 0.5253936878368727
12146.064762 5.873390720320507 0.5249895225104398
12149.838213 5.882190702921305 0.5243598461188098
12153.623855 5.882649396155514 0.5240819334555049
12157.421689 5.88676049293029 0.5237603024967986
12161.231716 5.890338830556603 0.523850721119758
12165.053934 5.894043787017503 0.5245487900626012
12168.888344 5.897347628265769 0.5246772190989921
12172.734946 5.9110728260510035 0.5245439895129984
12176.59374 5.915883898220544 0.5241324806333157
12180.464726 5.914075018488023 0.5236270800485114
12184.347903 5.917025796442301 0.5228952594069592
12188.243273 5.919933751428656 0.5213789062187516
12192.150835 5.923881492390492 0.5192564965134759
12196.070588 5.924715441423318 0.5165453147519413
12200.002533 5.930088188708241 0.5135237530261936
12203.946671 5.93474123918902 0.5096912623904829
12207.903 5.935643348571538 0.5051907435758748
12211.871521 5.9408231947198376 0.5006392182999739
12215.852234 5.947852963474688 0.49556449114644974
12219.845139 5.950566267526144 0.49101283765729004
12223.850236 5.950559497740441 0.4874756303670632
12227.867524 5.95325232833956 0.48429618929361057
12231.897005 5.956078493301604 0.48124165571532734
12235.938678 5.959618366289633 0.4780075122954461
12239.992542 5.963814983873122 0.4751306907227416
12244.058598 5.965646800969203 0.4721831253240357
12248.136847 5.972766024114002 0.46887478201046306
12252.227287 5.983219851690611 0.4652285740627036
12256.329919 5.995602997033811 0.4609416783015849
12260.444743 5.98201285698851 0.4573189076780652
12264.571759 5.983907304352909 0.45507441422254147
12268.710967 5.987845507675398 0.45327014929022574
12272.862366 5.9920608554188295 0.45223167134596054
12277.025958 5.993542359349434 0.4516644332194643
12281.201742 6.000412109023702 0.45205640915376694
12285.389717 6.005897676443846 0.45249638616641746
12289.589884 6.007398002653079 0.45313346228477475
12293.802244 6.012990445199681 0.45372080205161447
12298.026795 6.033337082117612 0.4537903309713513
12302.263538 6.023529638240964 0.4533208890230737
12306.512473 6.022862840480235 0.4525712924289636
12310.7736 6.026565309621092 0.4508619466633742
12315.046919 6.030353011994968 0.4482595607772488
12319.332429 6.033799078299083 0.44512580371781185
12323.630132 6.038316049408584 0.4408670162918136
12327.940026 6.039634704444807 0.4361817895828581
12332.262113 6.046056616831739 0.4312864640072605
12336.596391 6.049372547923049 0.42604093767832857
12340.942861 6.052946071820619 0.42134103411058266
12345.301524 6.057862270690266 0.4175173152770199
12349.672378 6.061619865704406 0.41353919138484396
