energy He_RT_after_O2 He_RT_after_O2_ref
11560.0 4.233809351383919 -0.4292922693271293
11560.2 4.2600709107391035 -0.40063549973378887
11560.4 4.289679334652056 -0.369450662999295
11560.6 4.3236581469332505 -0.3365589936745789
11560.8 4.35156870177557 -0.30180249216673233
11561.0 4.383483767105036 -0.26428758885592435
11561.2 4.425273519266624 -0.22277723182320178
11561.4 4.4657648555579454 -0.17832713152116236
11561.6 4.513560940045943 -0.13250759816328603
11561.8 4.561695491525755 -0.08230670583227784
11562.0 4.608271856179977 -0.02911531419365358
11562.2 4.669200836495697 0.02938263941579719
11562.4 4.731824906589247 0.09040565740841708
11562.6 4.796985388059149 0.15458954892207766
11562.8 4.864855818401046 0.2232646191606428
11563.0 4.933655369685071 0.2934018121832203
11563.2 5.0094593108369265 0.367573421216048
11563.4 5.088909249963406 0.44444135319496647
11563.6 5.17088110036738 0.5228911850030352
11563.8 5.252364358387631 0.6025771331877533
11564.0 5.336089884902219 0.6821345529780249
11564.2 5.419559429206651 0.7620508036123759
11564.4 5.503229439218673 0.840055100524199
11564.6 5.585038965759813 0.9150336838361893
11564.8 5.6616841063300285 0.9856876117101387
11565.0 5.73497830527001 1.050392443043613
11565.2 5.802223606052206 1.1106685737309367
11565.4 5.865631650046734 1.162574443489046
11565.6 5.92471062984247 1.2062220278954052
11565.8 5.97263180922257 1.2393141224264086
11566.0 6.014512512012862 1.2657074236433774
11566.2 6.050765052752402 1.2839716947003343
11566.4 6.076598888390551 1.2933225238464459
11566.6 6.097826800378217 1.296781999742741
11566.8 6.110873748324953 1.293802358096226
11567.0 6.115813758909705 1.2858566608976187
11567.2 6.10932884931295 1.2719195194661401
11567.4 6.097079651185096 1.2547044214345981
11567.6 6.081929226479887 1.235106936480138
11567.8 6.057266358811381 1.2144249468051558
11568.0 6.033142289485791 1.1930975897518006
11568.2 6.003294064340262 1.1705174232153894
11568.4 5.968974422498887 1.1472970216827687
11568.6 5.930178921820926 1.1237265106081697
11568.8 5.888792745897486 1.1019402279411008
11569.0 5.851442109956289 1.0796591619176863
11569.2 5.809148369448335 1.060249999169076
11569.4 5.769741195693287 1.0394786357824173
11569.6 5.729273147135865 1.0197567978024757
11569.8 5.68948004807706 1.0022618252179665
11570.0 5.651239800437138 0.9851958858025488
11570.2 5.614724572299363 0.9691184188261684
11570.4 5.576743155108169 0.9520443158750377
11570.6 5.5410182569489494 0.9374359043213892
11570.8 5.509866774569811 0.9246493633002053
11571.0 5.481215416910122 0.9116095810163424
11571.2 5.449489589796976 0.8991776498092267
11571.4 5.420869940479698 0.8869840474590073
11571.6 5.395492694087909 0.8757224514253746
11571.8 5.370615971477838 0.8645660855712279
11572.0 5.344727792351036 0.8557350935133954
11572.2 5.328204499655429 0.8463651091603012
11572.4 5.305624653302187 0.8360224575740868
11572.6 5.289796177937282 0.8266947505512136
11572.8 5.272631562067695 0.8185144999264098
11573.0 5.254328921699867 0.8098334551357673
11573.2 5.242064836926156 0.8035512616388781
11573.4 5.227841603315385 0.7961117497104707
11573.6 5.215317436996889 0.7898752119870497
11573.8 5.203495743048414 0.7849998865796728
11574.0 5.193489121789396 0.779725567147387
11574.2 5.183656221940098 0.7745558622282875
11574.4 5.174347403964425 0.7706138900318164
11574.6 5.16810003320352 0.7683913003293646
11574.8 5.161347948239559 0.7655575222125836
11575.0 5.155880457528851 0.7646544786123307
11575.2 5.148627542766802 0.764033276702388
11575.4 5.1452746556490485 0.7634345186865442
11575.6 5.141369843425568 0.7627914343447919
11575.8 5.140142226004272 0.7639887804106344
11576.0 5.137071891806962 0.7655635001075096
11576.2 5.135558895622973 0.7680409151423492
11576.4 5.1333733140611555 0.769608331603935
11576.6 5.135244551373724 0.7736602126277624
11576.8 5.133542456523593 0.7771136025315573
11577.0 5.134168127015334 0.7809773550327904
11577.2 5.131664001912299 0.7858247282550223
11577.4 5.136172627820621 0.7897877825870976
11577.6 5.138823489587979 0.7941319871563556
11577.8 5.139118975139359 0.7992482470014364
11578.0 5.139514473270502 0.8033376668263622
11578.2 5.146079300473459 0.807918650356113
11578.4 5.150012369439111 0.8138477672070515
11578.6 5.150264907261302 0.8172929947131105
11578.8 5.154071470119917 0.8222712365776177
11579.0 5.157009872747452 0.8261916373036764
11579.2 5.161183825455667 0.8290743230407076
11579.4 5.163525729345606 0.8333047820913654
11579.6 5.165502524529557 0.8359937741142127
11579.8 5.16444729789451 0.8376038697275171
11580.0 5.168603410754544 0.8380335454110666
11580.2 5.172846065311615 0.8383604545275863
11580.4 5.179703026631854 0.8384209582237859
11580.6 5.179219939517689 0.8387687193885005
11580.8 5.182627408885965 0.8358553573673674
11581.0 5.182265877444123 0.8337564083522188
11581.2 5.186297344850472 0.831209209839464
11581.4 5.186991085096273 0.8285002501996016
11581.6 5.189255441283893 0.8234990013041686
11581.8 5.192739610115418 0.8174003249939022
11582.0 5.1916985186004885 0.8133959080101448
11582.2 5.1942478107100305 0.8069994061069872
11582.4 5.194636630878863 0.8021434862395959
11582.6 5.198376671505443 0.7958401211771838
11582.8 5.195639078069691 0.7907166252870538
11583.0 5.196965229810552 0.7851709195111832
11583.2 5.202545624980941 0.779414039462564
11583.4 5.199513690851892 0.7735482194604326
11583.6 5.196590011887318 0.7701242637022567
11583.8 5.2043148904305765 0.76503766497785
11584.0 5.200038518581449 0.7612695604997259
11584.2 5.196940030608624 0.7564808769037018
11584.4 5.198715833769688 0.7532109887572462
11584.6 5.199093652015088 0.7506765569492531
11584.8 5.197270314766923 0.7482266024744985
11585.0 5.199959818466405 0.7461010942865199
11585.2 5.1973243149512625 0.7433152298627512
11585.4 5.198843438222242 0.742300207429478
11585.6 5.205151966777588 0.7415506760212043
11585.8 5.202845417636129 0.7401571663025297
11586.0 5.201395526347464 0.740182326047659
11586.2 5.203789112766174 0.7404928255348532
11586.4 5.2075414244206115 0.7400663136804823
11586.6 5.2076754079357785 0.7399704811004832
11586.8 5.2073636583455585 0.7428601713849334
11587.0 5.209539837972748 0.7413063880491276
11587.2 5.2106221964273916 0.7428477925773883
11587.4 5.21309563351119 0.7441896925358703
11587.6 5.216224411360088 0.7453123101066785
11587.8 5.216073384356162 0.748074905595983
11588.0 5.216510525262335 0.7499783074061271
11588.2 5.216031474376233 0.7530079464828983
11588.4 5.221426947087991 0.7560785889658322
11588.6 5.223647784173148 0.7590963110026323
11588.8 5.230909848389951 0.7632687297274715
11589.0 5.228989334490023 0.7669377696942768
11589.2 5.231745695111365 0.7721240025048415
11589.4 5.238628056719094 0.7758586191943552
11589.6 5.239353341011191 0.7819076408773566
11589.8 5.2432081903735295 0.7882776172893232
11590.0 5.240456949642577 0.7943122798656547
11590.2 5.251619978979677 0.8005088196259675
11590.4 5.256600929681992 0.8065541707748015
11590.6 5.261189301919798 0.8142323171699026
11590.8 5.261575426529542 0.821237629145889
11591.0 5.268230475524539 0.8297058956547813
11591.2 5.269577165634119 0.8373599021622224
11591.4 5.271234237019303 0.8451304143390612
11591.6 5.273300109983671 0.8537631689992095
11591.8 5.277824980388383 0.86122111918257
11592.0 5.279051534583902 0.8691488675323517
11592.2 5.283776065020902 0.8768039217821373
11592.4 5.290769639065859 0.8832430628119445
11592.6 5.291901164282874 0.8906571355321875
11592.8 5.297582040567969 0.8970391329923745
11593.0 5.301202593658764 0.9023512636247624
11593.2 5.303477225051168 0.9076861420965591
11593.4 5.306608753149227 0.9123373177334643
11593.6 5.3088818241275515 0.9158177845807277
11593.8 5.31407296384578 0.9175801183943734
11594.0 5.309076284935821 0.9201982213004272
11594.2 5.315474050918333 0.923126863479837
11594.4 5.323067834582729 0.9227709202827942
11594.6 5.325193972460419 0.9226793384001575
11594.8 5.327752311697476 0.9212616452186236
11595.0 5.325696142540804 0.9207271261470699
11595.2 5.324315455086201 0.9195039448487335
11595.4 5.332269156656047 0.9157887069931611
11595.6 5.33320638927261 0.914006073575347
11595.8 5.336534998720749 0.9103872726148401
11596.0 5.334718003026002 0.9070541922703175
11596.2 5.334973702154483 0.9023637609054181
11596.4 5.337787137725627 0.8974866279221363
11596.6 5.341533908641865 0.8924060089441246
11596.8 5.338816495718439 0.8901169225927753
11597.0 5.341436535588329 0.8834820169950668
11597.7 5.341235603555584 0.8650124595097222
11598.4 5.343195472590638 0.8483626701107657
11599.1 5.345105733894991 0.833448343589307
11599.8 5.34605988310274 0.8206401675292069
11600.5 5.3493076911754205 0.8121203623804949
11601.2 5.3521977671295415 0.8043399371696791
11601.9 5.3541179978598805 0.7990806169404856
11602.6 5.356298222825112 0.7945469383213083
11603.3 5.360356643965902 0.7890170545686194
11604.993695 5.365027348456109 0.77280293143394
11605.999583 5.36798259655418 0.7620903748870912
11607.017662 5.372162415175373 0.7539298321308631
11608.047933 5.377230658035641 0.7509046535050066
11609.090396 5.38158048728006 0.7537626289073632
11610.145051 5.388178951851077 0.7627025713142732
11611.211898 5.3946588988477755 0.775736036727893
11612.290937 5.402694237438759 0.7922161093475119
11613.382167 5.408059537065737 0.8101930716655402
11614.48559 5.413527243389022 0.8292050542657163
11615.601204 5.418955044109708 0.8475327262253861
11616.729011 5.422190829847025 0.8650602242748395
11617.869009 5.424091434760838 0.8800287676496906
11619.021199 5.42547814412086 0.8899856962955194
11620.185582 5.422312153568436 0.8936138123167022
11621.362156 5.419119173886314 0.8919211870386387
11622.550922 5.414543525365823 0.8859737837815765
11623.751879 5.408353750561579 0.87758210870952
11624.965029 5.402067573449864 0.8695813002574969
11626.190371 5.395574090721532 0.8604423334903333
11627.427904 5.388682364942584 0.8521182174027538
11628.67763 5.380538203450885 0.843497105526728
11629.939547 5.371105238229703 0.8357532769779409
11631.213657 5.365589674926501 0.829686382141355
11632.499958 5.3603126202422535 0.8244019953478264
11633.798451 5.351973428773211 0.8192793161250271
11635.109136 5.349303998192566 0.8122660444389161
11636.432013 5.34669429276037 0.8043531084325436
11637.767082 5.3424880268215045 0.7938528548855638
11639.114342 5.3407989747686075 0.7817201381415158
11640.473795 5.337343054265399 0.7698710711778373
11641.84544 5.335600892005602 0.7575108265628175
11643.229276 5.336075417849465 0.7482142965653923
11644.625305 5.334921536918799 0.7408872057162087
11646.033525 5.334477541043156 0.7355749959899764
11647.453937 5.339190545957966 0.731900663677733
11648.886541 5.3384768574736 0.7302865146392429
11650.331337 5.341266021603674 0.7313338609660072
11651.788325 5.347302957372717 0.7357875002137103
11653.257505 5.353057764493124 0.7436574733518497
11654.738877 5.360375403127369 0.7549091750081148
11656.23244 5.364337624002142 0.7667546389315145
11657.738196 5.3729643578514805 0.7791175428163604
11659.256143 5.375650902354854 0.7904635776665209
11660.786283 5.380889815377508 0.7989267255015988
11662.328614 5.387643472946023 0.8050299141865803
11663.883137 5.3922021998419165 0.8082672535276579
11665.449852 5.396998023465877 0.8082980466234303
11667.028759 5.403308502319851 0.8067188880083653
11668.619858 5.407242025780451 0.8050461991546064
11670.223149 5.414837059899818 0.802262106320982
11671.838632 5.416949360574397 0.7993560155034107
11673.466307 5.419800070282728 0.7961008275979474
11675.106173 5.423730846778937 0.7931052569115133
11676.758232 5.428118285914279 0.7899608228819666
11678.422482 5.431519767257234 0.7892539726839792
11680.098924 5.433719051453482 0.7897604212245064
11681.787558 5.436517547340803 0.79216909170849
11683.488385 5.440971889288525 0.7958196210630332
11685.201403 5.4426446770712 0.7996223673022957
11686.926613 5.443025419623003 0.8035396596433705
11688.664014 5.446054155379984 0.8049363015894192
11690.413608 5.450716300283718 0.8045270786758323
11692.175394 5.445144302433602 0.8007043110366592
11693.949371 5.444924857639039 0.7939855560715366
11695.735541 5.444212436771157 0.7851209809776606
11697.533902 5.44314952521149 0.7742488030092162
11699.344455 5.438797875577216 0.7612630818497926
11701.167201 5.44033684349039 0.748354818181323
11703.002138 5.441320062348674 0.7360713232120765
11704.849267 5.4366846822604336 0.7264896326459022
11706.708588 5.4342197424355 0.7203787537602887
11708.5801 5.434446214109962 0.7180290368890031
11710.463805 5.437952343073461 0.7184919791717832
11712.359702 5.434283411882226 0.722355108140807
11714.26779 5.434033385466876 0.7281456501759819
11716.188071 5.436233374889511 0.7348668006938046
11718.120543 5.441034329505304 0.742637896196055
11720.065207 5.442692542226104 0.7500877706405272
11722.022064 5.446839685923395 0.7566099506586245
11723.991112 5.450774184369196 0.7622036676815934
11725.972352 5.452153237015446 0.7665708309445235
11727.965784 5.458387975429216 0.7711483472672188
11729.971407 5.459557354621528 0.7745986782128954
11731.989223 5.463287568151095 0.7771117857645099
11734.019231 5.466957066039552 0.7788380585816664
11736.06143 5.472191272748766 0.778579557522562
11738.115822 5.476810648115977 0.7763235093996782
11740.182405 5.481672495521807 0.774484977342069
11742.26118 5.486681741481142 0.7732705796672329
11744.352148 5.489820731398679 0.7727554128098001
11746.455307 5.488473782765256 0.7744878438090154
11748.570658 5.492901231320217 0.7775585878719757
11750.698201 5.500144722568939 0.7820245422443852
11752.837935 5.503967781893669 0.7867686027733588
11754.989862 5.504974679740063 0.7884544704560782
11757.153981 5.508869936505945 0.7867282172069796
11759.330291 5.515367515455644 0.7796518749263374
11761.518794 5.51892291929132 0.7694426614666956
11763.719488 5.520755832122691 0.7560660989146346
11765.932374 5.520342705964185 0.7433015904176548
11768.157453 5.51959984207521 0.732345793615322
11770.394723 5.519940098051781 0.7239933303272587
11772.644185 5.522489279958831 0.7183759806680333
11774.905838 5.523062370449777 0.7137624729450149
11777.179684 5.524510012710323 0.7104580891198365
11779.465722 5.527533440988303 0.7080179220677573
11781.763952 5.52466528978658 0.7067017221390882
11784.074373 5.5255467947445895 0.7060234607820136
11786.396987 5.525308749988983 0.7053732458450772
11788.731792 5.530274314418544 0.7055499781994241
11791.078789 5.534613524925845 0.7057127035348287
11793.437978 5.536823156363291 0.7078963258000341
11795.809359 5.542127013247872 0.7109504716846997
11798.192932 5.544441522069199 0.7152366156806044
11800.588697 5.540902006777893 0.7217027984056897
11802.996654 5.545265260203425 0.7291987019363744
11805.416803 5.5496623571596055 0.7380122776066054
11807.849143 5.554437554459446 0.7468152248624956
11810.293676 5.556741617904062 0.754934179086228
11812.7504 5.563180933465261 0.7608026651201155
11815.219317 5.5632366265509035 0.7640474102705289
11817.700425 5.5666373264805165 0.7639879751636521
11820.193725 5.567906209067115 0.7615942914578946
11822.699217 5.569631561664482 0.7562948568271544
11825.216901 5.572840467302583 0.7485711261433325
11827.746777 5.575737515047357 0.7399911992022131
11830.288845 5.577366491025579 0.7293000410692826
11832.843105 5.5780715270297785 0.7176092644533794
11835.409556 5.578460574835768 0.7052236046851458
11837.9882 5.584506874947984 0.694964233218868
11840.579035 5.58502106899044 0.6872173678316111
11843.182062 5.5824407436573 0.6825786854787728
11845.797282 5.5847057996680425 0.6801715189025226
11848.424693 5.587579271072107 0.6804761071720884
11851.064296 5.5924397338426015 0.6824530320633725
11853.716091 5.5962104839513085 0.6849538931132912
11856.380078 5.596327652351746 0.6866014840674548
11859.056256 5.598715208648018 0.6858679187655449
11861.744627 5.601550418178325 0.6828555970053314
11864.44519 5.60570077123608 0.6784762752170518
11867.157944 5.602314676569798 0.6747962029342492
11869.882891 5.608045857124812 0.6737639219676509
11872.620029 5.611853663603869 0.6748143307228679
11875.369359 5.614189667204671 0.6777771368009697
11878.130881 5.618534195090431 0.6823843684915749
11880.904595 5.624041754395454 0.6876723630347515
11883.690501 5.624079385473266 0.6924142014808529
11886.488599 5.630307234984661 0.6977047329625645
11889.298889 5.634505751432365 0.7021838068340788
11892.121371 5.638678498739566 0.7058286093916504
11894.956044 5.644027217438003 0.7083469643006061
11897.80291 5.6528363701764155 0.7071883918227151
11900.661967 5.653011242343348 0.7039866759448845
11903.533217 5.651476593806044 0.6980751511206227
11906.416658 5.652521175544694 0.6891720001910632
11909.312291 5.656535625090993 0.6789295823919179
11912.220116 5.655383630716718 0.6682280887092539
11915.140133 5.659812476134226 0.6590070196408453
11918.072342 5.6631628811942365 0.6518364847472516
11921.016743 5.673025224472567 0.6473692486268128
11923.973335 5.666250190217932 0.6444837855294674
11926.94212 5.663307500430792 0.6444872428848853
11929.923096 5.665450880966361 0.6451432809210564
11932.916265 5.668280338617596 0.6460715948043114
11935.921625 5.6735913673990135 0.6462712009390217
11938.939177 5.676281889919472 0.646686956635849
11941.968921 5.680067371770163 0.6466225071617183
11945.010858 5.680514049855902 0.6459727907844252
11948.064985 5.685683940072594 0.6439421619077722
11951.131305 5.687459109542229 0.6402369016037209
11954.209817 5.688754487768583 0.6367130833009919
11957.300521 5.6937239730667075 0.6340483823099456
11960.403416 5.696007097578141 0.6335243656503442
11963.518504 5.700226824525424 0.6352341417649762
11966.645783 5.702277046890848 0.6382710142402749
11969.785255 5.705965378358992 0.6414562470586053
11972.936918 5.709945913204495 0.6434337107140858
11976.100773 5.713166063231477 0.6444498585649042
11979.27682 5.714317407634495 0.6444499526476891
11982.465059 5.7204006599604185 0.6439102801538849
11985.66549 5.723603495863876 0.6437967771343376
11988.878112 5.727971101957615 0.643583255969194
11992.102927 5.729713390053989 0.6429452213093727
11995.339934 5.7321330596163405 0.6407294335363668
11998.589132 5.734921605595398 0.6368253755651982
12001.850523 5.737420520858075 0.6308745621005577
12005.124105 5.742003590683035 0.6236007915758509
12008.409879 5.744330227528455 0.6150150116938214
12011.707845 5.749443510225521 0.6061199185187178
12015.018003 5.75066737430349 0.5973838498366035
12018.340353 5.753405212993805 0.5906049744539706
12021.674895 5.755431873846865 0.5864589087353147
12025.021629 5.759461842100151 0.5839808222585192
12028.380554 5.758955615771135 0.5835192626080737
12031.751672 5.765013866169208 0.5838534098376246
12035.134982 5.7686545038002475 0.5849547239559001
12038.530483 5.771761344502503 0.5863236793488682
12041.938176 5.776073451557523 0.5871110686808717
12045.358061 5.784689860028323 0.5880182985111518
12048.790139 5.787495347535203 0.5882280515077193
12052.234408 5.784775309661654 0.5895440801759343
12055.690868 5.787440227982273 0.5900504461672221
12059.159521 5.79001857844389 0.5906940321006943
12062.640366 5.79431862097463 0.5908501155289402
12066.133403 5.797219747798466 0.5901321718072173
12069.638631 5.799677641968051 0.5892608937059418
12073.156052 5.802832100848675 0.5880376370675633
12076.685664 5.806783009399873 0.5871697668883041
12080.227468 5.810098499098552 0.5861902281876423
12083.781465 5.813592257066413 0.5838286640466382
12087.347653 5.8161579427045895 0.5808441225863964
12090.926033 5.818549795031212 0.5769523597529037
12094.516605 5.822357197486576 0.5720365562421806
12098.119369 5.826688950606502 0.5674303373599737
12101.734324 5.8315767797634805 0.5627215569963016
12105.361472 5.834942533753277 0.5586067170968921
12109.000811 5.835728378807088 0.5542552896071749
12112.652343 5.840853298703014 0.550715391284005
12116.316066 5.850638140152007 0.5466307226462988
12119.991982 5.844108351026706 0.5427337987383496
12123.680089 5.843374920808821 0.5380424197438689
12127.380388 5.846669769938342 0.5342315376208251
12131.092879 5.851419479643932 0.5303553053773016
12134.817562 5.855872425118216 0.528036741480948
12138.554437 5.861196559354795 0.5262681525243711
12142.303503 5.8635334712333105 0.525117380661182
12146.064762 5.86910965291766 0.5251990789480602
12149.838213 5.871486963955858 0.5243621139616234
12153.623855 5.872178926570896 0.5240876095146053
12157.421689 5.877009693740602 0.5238106006174919
12161.231716 5.880931537235979 0.5239452971597724
12165.053934 5.882995973038655 0.5246515998149437
12168.888344 5.888098691568069 0.5249169466907171
12172.734946 5.904184075593037 0.5249859571297079
12176.59374 5.910787288745593 0.5244569783248977
12180.464726 5.903566526530307 0.5237406417220624
12184.347903 5.903016350936281 0.5231155770079432
12188.243273 5.9102006120200015 0.5217595143451417
12192.150835 5.910496269750062 0.5196243094344736
12196.070588 5.9162658215728055 0.5165833795673164
12200.002533 5.918423315535329 0.5134365931549211
12203.946671 5.923878499603519 0.5097257930227233
12207.903 5.927171156612701 0.5050305495411539
12211.871521 5.930191427214193 0.5004550365831968
12215.852234 5.9331514943369 0.49555163726057117
12219.845139 5.935542087324488 0.4911678497730786
12223.850236 5.94030052997607 0.4871892061708239
12227.867524 5.9445246214973775 0.4840334279902578
12231.897005 5.946636091224833 0.4810595994808497
12235.938678 5.952249760520674 0.4779035369714214
12239.992542 5.955445969858603 0.4748493995655126
12244.058598 5.958920021338648 0.472101357519608
12248.136847 5.963267937931403 0.46873636879960184
12252.227287 5.97387247827883 0.4650855670278781
12256.329919 5.986193672675926 0.4609969779518489
12260.444743 5.973311340270895 0.4572581207935761
12264.571759 5.976165562116201 0.4548806183506527
12268.710967 5.981207421213122 0.45306655244051824
12272.862366 5.981703688155613 0.45200750141022317
12277.025958 5.988417354446759 0.45181885636813923
12281.201742 5.990973501897401 0.45194987142386284
12285.389717 5.994889605251765 0.452549109757423
12289.589884 5.997348393583718 0.4532979482696409
12293.802244 6.005208897824502 0.45377127976488296
12298.026795 6.026916521939924 0.45395800178538404
12302.263538 6.015230850230751 0.4535081791642453
12306.512473 6.012782031396507 0.45260925644801997
12310.7736 6.0188493690039655 0.45082388370326776
12315.046919 6.019960005818839 0.4480504459843894
12319.332429 6.024565150215035 0.44481641538208294
12323.630132 6.02584029300713 0.4409609434098276
12327.940026 6.031917905904607 0.4361421715806632
12332.262113 6.035230933123745 0.4310770345038334
12336.596391 6.039599609293509 0.42602624483560286
12340.942861 6.042950075796602 0.4215254051106517
12345.301524 6.047073212289731 0.41727423841495936
12349.672378 6.050912015185237 0.41351209306528924
12354.055424 6.055621649332048 0.4103717665168927
12358.450662 6.05798662198986 0.40764982419269324
