energy O2_300 O2_300_ref
11375.868399 3.563808755770784 -0.8979258810358061
11380.868399 3.5691782256829163 -0.8991197767226616
11385.868399 3.589590167365737 -0.9007416153941866
11390.868399 3.567970938459647 -0.9025412669161915
11395.868399 3.565296567545777 -0.9040941649815891
11400.868399 3.5720252777947588 -0.9056118404785101
11405.868399 3.576689118984809 -0.907183466003843
11410.868399 3.5800531355660055 -0.9088469739978761
11415.868399 3.5835397428781546 -0.9105423306335233
11420.868399 3.596639606280801 -0.9122516926667091
11425.868399 3.6054436986210043 -0.9138152553357174
11430.868399 3.608166997463905 -0.9153828168053639
11435.868399 3.6103521281350166 -0.9169966115428615
11440.868399 3.613925177731122 -0.9186299002119286
11445.868399 3.6181635277342505 -0.9202018722847248
11450.868399 3.622825034562269 -0.9216745984074982
11455.868399 3.6265504287803183 -0.9231796368089658
11460.868399 3.63146639734288 -0.9246940292162193
11465.868399 3.636701540980169 -0.9259989441609909
11470.868399 3.641454436121947 -0.9274692329519586
11475.868399 3.645515487530043 -0.928683229352627
11480.868399 3.649536467692679 -0.9297479653307497
11485.868399 3.655243578949537 -0.9308159973950609
11490.868399 3.660364403812143 -0.9317681689067598
11495.868399 3.6658852277875957 -0.9324106322557205
11500.868399 3.672469726512223 -0.9330189504889201
11505.868399 3.6788005278576614 -0.9334254304245038
11510.868399 3.6834492145898627 -0.9331912387721999
11515.868399 3.691478297749758 -0.9324253629154812
11520.868399 3.6993485168917934 -0.9309777418873064
11525.868399 3.7081732036193635 -0.928268035276966
11530.868399 3.7183366165328424 -0.9240915978799285
11534.0 3.7272241702327578 -0.9203645838545815
11535.0 3.7300588117231044 -0.9189230342610514
11536.0 3.7309506920980597 -0.9171712462555817
11537.0 3.7372079088091077 -0.9151504347576315
11538.0 3.739233029309637 -0.9131121431672559
11539.0 3.7440985808820555 -0.910605589338948
11540.0 3.748600641769612 -0.9081570518002643
11541.0 3.7527832168936395 -0.9053142169409325
11541.2 3.750407813617703 -0.90454322767644
11541.4 3.753723551545808 -0.9042149995491009
11541.6 3.7552519668062665 -0.9033797239917716
11541.8 3.7516021774971935 -0.9029057135664794
11542.0 3.7568741753469013 -0.9017579999277059
11542.2 3.7610891518248706 -0.9009337397748834
11542.4 3.7564783347533863 -0.9004950152139436
11542.6 3.757537820613582 -0.8997152098570422
11542.8 3.762437435226434 -0.8989473029505796
11543.0 3.7601912894619867 -0.8982823882792855
11543.2 3.7615980209423783 -0.8974701942091226
11543.4 3.766906684552803 -0.8963366901718013
11543.6 3.764778983147388 -0.8955228074006222
11543.8 3.768599894020553 -0.8951804337889223
11544.0 3.763403892370647 -0.8938065888507775
11544.2 3.7618001928499294 -0.8930865539351355
11544.4 3.768874253538178 -0.8923632984350727
11544.6 3.7669188234648012 -0.8917581726097185
11544.8 3.771594904518668 -0.8904878887531914
11545.0 3.770131797778689 -0.8895546629625136
11545.2 3.7734816537739495 -0.8881923256861814
11545.4 3.774930913243091 -0.8871651200789571
11545.6 3.7723782627933775 -0.8861460145926959
11545.8 3.778889420257976 -0.885059283877525
11546.0 3.7783279557586917 -0.88401198881333
11546.2 3.7788830085795317 -0.8826378543245577
11546.4 3.7830204055611802 -0.8815968172221798
11546.6 3.7794929598910003 -0.8800470834433645
11546.8 3.783202298301501 -0.878888720581599
11547.0 3.787433464949693 -0.8773982556644249
11547.2 3.78778873797901 -0.8762151512861964
11547.4 3.7871042201027687 -0.8749263615989219
11547.6 3.7915054946315085 -0.8734760972678338
11547.8 3.7945305128056477 -0.872075400369995
11548.0 3.7937923963286346 -0.8704083664340402
11548.2 3.799195718671915 -0.8686749517931148
11548.4 3.7972465688357473 -0.8673950864940695
11548.6 3.797872835158853 -0.8656126086861172
11548.8 3.803505923883018 -0.8641970909520555
11549.0 3.8032317837915706 -0.8622938415672905
11549.2 3.801635369446639 -0.8601151745706842
11549.4 3.808541402160215 -0.8581477075427192
11549.6 3.808404302787813 -0.8563039005976384
11549.8 3.814484817721752 -0.8540589582566434
11550.0 3.811094379744969 -0.8521075957330912
11550.2 3.818765963680929 -0.8497251924184821
11550.4 3.8220902621157613 -0.8478910964246849
11550.6 3.823146840538162 -0.8457275802752517
11550.8 3.828324195166837 -0.8430341558341163
11551.0 3.826325125588379 -0.8403901218643076
11551.2 3.8365850173022045 -0.8377647286097566
11551.4 3.833940678373739 -0.8351163462610165
11551.6 3.835678679069366 -0.8324561559172042
11551.8 3.837993076328765 -0.8297393943027276
11552.0 3.8477150165639236 -0.8267463416482472
11552.2 3.8469104977564847 -0.8232685495925943
11552.4 3.8508280301114026 -0.8198930144273993
11552.6 3.8534478730668815 -0.8167910428629497
11552.8 3.853432382164815 -0.8133055760901072
11553.0 3.8585361246314833 -0.809818302622093
11553.2 3.8626927579729573 -0.8056560924392026
11553.4 3.8657690079643747 -0.8019930101305813
11553.6 3.875088989330203 -0.7977285036003383
11553.8 3.874287634274989 -0.7932295258433385
11554.0 3.882422307695677 -0.7887524645972349
11554.2 3.8883181502612087 -0.784286810392049
11554.4 3.887063366726159 -0.7789913407038761
11554.6 3.897421806360558 -0.7737528386752637
11554.8 3.9042249298570204 -0.7682040770539557
11555.0 3.9058379858169507 -0.762716769186192
11555.2 3.912495757631175 -0.756731078362364
11555.4 3.9203963561301127 -0.7501822052737585
11555.6 3.9248827138557583 -0.7430719757161676
11555.8 3.932518538510647 -0.7360507003662283
11556.0 3.938346912128986 -0.7290176564727812
11556.2 3.9450227191946086 -0.7205966230998575
11556.4 3.9577103406642578 -0.7124285987996892
11556.6 3.9624969393311704 -0.7038708865106222
11556.8 3.9762395398222536 -0.694532908600813
11557.0 3.978762803311845 -0.6844781543310827
11557.2 3.9925379393086535 -0.6740390193107599
11557.4 3.9993993964272554 -0.6625370873677356
11557.6 4.017042700805255 -0.6509679772457051
11557.8 4.028468735059205 -0.639004306746733
11558.0 4.04177236993408 -0.625381630745062
11558.2 4.052671226061685 -0.6111579993675021
11558.4 4.063543152301585 -0.5954069729035221
11558.6 4.083287157822423 -0.5793417971739113
11558.8 4.0990038781656715 -0.562581765106234
11559.0 4.11547966744159 -0.5435969864330067
11559.2 4.128871175448465 -0.5237203372055903
11559.4 4.1488194414906365 -0.5017229566718241
11559.6 4.1760920128079135 -0.47969200683204766
11559.8 4.198040230714262 -0.4548888313193446
11560.0 4.221691193679634 -0.42807422751715624
11560.2 4.24817216560242 -0.3987782737358431
11560.4 4.276934046572293 -0.36797546436837114
11560.6 4.3059927634232125 -0.33582323284772075
11560.8 4.340294036003814 -0.3005125484246999
11561.0 4.379200330741838 -0.2615407503387303
11561.2 4.4140229337178285 -0.22071747220185767
11561.4 4.4562542802531615 -0.17594783557264762
11561.6 4.503146644486806 -0.12918077813846343
11561.8 4.551938589806792 -0.07851934533691791
11562.0 4.601726658411934 -0.024628221929407022
11562.2 4.656241435436345 0.03246657465858724
11562.4 4.717935941771803 0.0935880503038096
11562.6 4.782782783693561 0.15812268214284358
11562.8 4.850614872723209 0.22625822072292817
11563.0 4.920336869303822 0.29783547244461595
11563.2 4.991494031192515 0.3713749938319123
11563.4 5.069776082667575 0.4496913967882617
11563.6 5.150823543069191 0.5281964734336606
11563.8 5.239297467100449 0.6090457129546663
11564.0 5.3184873461161155 0.6887615230488612
11564.2 5.398110347414452 0.7675924613858724
11564.4 5.481729024883536 0.8456482367936655
11564.6 5.5577745372147245 0.9202111103748631
11564.8 5.6342246843018975 0.9922413358680273
11565.0 5.708238295040901 1.0568786054739971
11565.2 5.77645761313413 1.1165203383091473
11565.4 5.831613479185099 1.1657456638104986
11565.6 5.890239393076749 1.2097196294457226
11565.8 5.9375543783566425 1.2439706478186088
11566.0 5.976322587758789 1.2689528766721423
11566.2 6.010911100534299 1.2864442095636817
11566.4 6.035113327261426 1.2961741156272473
11566.6 6.0518792273959985 1.298435861552612
11566.8 6.06130265396053 1.295720636185355
11567.0 6.061491805234054 1.285533892087942
11567.2 6.057242809858175 1.271322616262916
11567.4 6.0493682606591745 1.2549735337631784
11567.6 6.0305937225423465 1.2365770862836734
11567.8 6.010794817502514 1.2148451731214707
11568.0 5.9801389499290805 1.193356568446186
11568.2 5.950833504735303 1.1690754586634273
11568.4 5.917243554720325 1.1471705585103205
11568.6 5.881092133072684 1.1247644254500113
11568.8 5.845340682022733 1.1020805398452367
11569.0 5.806038341147455 1.0797327951941489
11569.2 5.765354888243358 1.0592761016222092
11569.4 5.727574035567248 1.0364575103049487
11569.6 5.688038117374427 1.0192187656804657
11569.8 5.649769074470484 1.0020369704561558
11570.0 5.614634505743216 0.9845116698689805
11570.2 5.579090999007596 0.9678712647707002
11570.4 5.543745938456232 0.9512291411296083
11570.6 5.510696093904505 0.9371715972104682
11570.8 5.480396470225303 0.9237139581319254
11571.0 5.450096406699546 0.9112587218951574
11571.2 5.4229201015625135 0.8985422500387904
11571.4 5.39611436884736 0.8864215244189996
11571.6 5.373773775920249 0.8751453168164712
11571.8 5.348486634453923 0.8636611628336806
11572.0 5.324956440397609 0.8548352241242881
11572.2 5.307421097712349 0.8440267874486721
11572.4 5.28892135085557 0.8347570186863559
11572.6 5.268239782389387 0.8267661784089754
11572.8 5.251988697523435 0.8181800180504466
11573.0 5.238130660256622 0.8094882061624435
11573.2 5.22486262901292 0.8021461869181596
11573.4 5.212013977081596 0.7958267963893552
11573.6 5.2013824974930145 0.789830742284544
11573.8 5.185762674439855 0.7839945038492778
11574.0 5.182657890904364 0.7792749230858622
11574.2 5.170035293281756 0.7746104257698523
11574.4 5.160996140644898 0.77156133338591
11574.6 5.154738147417484 0.7690822269282371
11574.8 5.151238330352925 0.7664003936871907
11575.0 5.143742903981684 0.7649108460624648
11575.2 5.139326155537717 0.7634279899357078
11575.4 5.135860325909154 0.7632822474977486
11575.6 5.13206727372148 0.7630300830614861
11575.8 5.129155884839909 0.7640306977196383
11576.0 5.1258048527579305 0.7663019251455934
11576.2 5.1238794238940075 0.7683815532891852
11576.4 5.123239595811268 0.7716761628449376
11576.6 5.124114744275921 0.7745443108409746
11576.8 5.122351458680425 0.7773321793793803
11577.0 5.122088212447687 0.7821931247994672
11577.2 5.124798568278757 0.7857555515243717
11577.4 5.125799568485014 0.789440843039845
