energy O2_300 O2_300_ref
11577.6 5.132091320871297 0.7951936575596895
11577.8 5.129836764255498 0.799843816184092
11578.0 5.129934023096547 0.8030542801072499
11578.2 5.1329488956877825 0.8092333773454686
11578.4 5.137010129636073 0.81279004787187
11578.6 5.136213952755688 0.8176895126062484
11578.8 5.140949175940885 0.822312649810996
11579.0 5.143495383640883 0.8264965867716977
11579.2 5.146086251458309 0.8291942945149504
11579.4 5.148038897584034 0.8328340722494971
11579.6 5.152114074921543 0.8343002162805032
11579.8 5.15354611392875 0.8382151273044015
11580.0 5.1554363023069305 0.8391350261948443
11580.2 5.1606837541727755 0.8385792112360423
11580.4 5.1639241065993735 0.8380502740869958
11580.6 5.164587277557723 0.8380811040182692
11580.8 5.171056138162326 0.8369613137071431
11581.0 5.169669709686365 0.8339047237735582
11581.2 5.172457127356799 0.830954796608249
11581.4 5.179449058602947 0.8278529934546721
11581.6 5.177511687331781 0.8236008509841095
11581.8 5.177868114739803 0.8185847494014602
11582.0 5.181872028955548 0.8127831124371349
11582.2 5.176895987006849 0.8084513562108712
11582.4 5.178370671950285 0.8028917306516803
11582.6 5.187564914923059 0.7964853644065154
11582.8 5.181743917050896 0.7910112904396999
11583.0 5.181495993250275 0.7853279688964677
11583.2 5.183323700549921 0.7795456245546688
11583.4 5.180713284764352 0.7738357287903739
11583.6 5.183732779791953 0.7692161757183603
11583.8 5.184718200709754 0.7648369769461406
11584.0 5.1813015294038935 0.760799332163227
11584.2 5.179227260782865 0.7579157577851744
11584.4 5.178789662615392 0.7543302309439339
11584.6 5.1832721392712955 0.7508288530198024
11584.8 5.187720275460991 0.7463951691024058
11585.0 5.187381003956598 0.7450817521516704
11585.2 5.187263379837009 0.7443295070595904
11585.4 5.183033605962028 0.7442144636464404
11585.6 5.185399141585436 0.7430735067597493
11585.8 5.186006435956577 0.7409957850674672
11586.0 5.186311096448067 0.7403070665130465
11586.2 5.187378800835503 0.7409946055376327
11586.4 5.190167283239261 0.7407031451548204
11586.6 5.190430933356727 0.7408382829553816
11586.8 5.193981190381034 0.7409415514264064
11587.0 5.1947344277073215 0.7411526783848423
11587.2 5.1951709722215735 0.7427417235991196
11587.4 5.196700937382545 0.7439385473317455
11587.6 5.200275238057041 0.7467978362640519
11587.8 5.200099077116981 0.747911419999766
11588.0 5.207249720541235 0.750676261643806
11588.2 5.210186833147148 0.7522651047298486
11588.4 5.211367325640628 0.7549449765033786
11588.6 5.211342412775516 0.7592655321978595
11588.8 5.21511858092215 0.7627554945773644
11589.0 5.216878474696658 0.766339510525334
11589.2 5.222557852465252 0.7716348183431031
11589.4 5.219748075557992 0.7771660688330156
11589.6 5.224573487979649 0.7819305840241043
11589.8 5.226737962160477 0.786910545123596
11590.0 5.231168661498139 0.7952287575210334
11590.2 5.2315246659776635 0.8006561808492257
11590.4 5.237833476653305 0.8074574913782832
11590.6 5.237750898999498 0.8140444972568294
11590.8 5.244064292118859 0.8229470258253718
11591.0 5.245604720893627 0.8303067264265823
11591.2 5.251982431590803 0.8374931149420375
11591.4 5.255124189625327 0.844926576997194
11591.6 5.2619641355278315 0.8534979949920177
11591.8 5.267088554656675 0.8618089841247984
11592.0 5.267575168096917 0.8689512960627458
11592.2 5.2705386629070485 0.8773441667934014
11592.4 5.273894193848785 0.8842367181430425
11592.6 5.273160343574367 0.8904568578655504
11592.8 5.281872747161862 0.8986481672287676
11593.0 5.286045675780626 0.9023407157608597
11593.2 5.286731722867581 0.9078120959275287
11593.4 5.291759602838867 0.9130925743327908
11593.6 5.298141217681945 0.9164144697925062
11593.8 5.299060971849216 0.9197792553616944
11594.0 5.305591153365569 0.9211601755478044
11594.2 5.302311008053321 0.92354878648933
11594.4 5.301405669680876 0.9240971914554406
11594.6 5.301122422664226 0.9231169669090138
11594.8 5.3112898497611125 0.9219951221428324
11595.0 5.313754558140633 0.9226241000721622
11595.2 5.312407196167392 0.9191766795158058
11595.4 5.31515160866808 0.9175404809752669
11595.6 5.314308437014053 0.9145394583843797
11595.8 5.314802530888634 0.911367456208498
11596.0 5.318516470339554 0.9050860757340189
11596.2 5.315867540177291 0.9014151100687241
11596.4 5.320471201429365 0.8982165620972101
11596.6 5.319147200392601 0.8920989698901651
11596.8 5.322051717331628 0.8876187300778079
11597.0 5.320452942312767 0.8823893133259071
11597.7 5.321482940873267 0.8653230898332084
11598.4 5.323512588547879 0.8487604139931408
11599.1 5.326282108882967 0.834157913089496
11599.8 5.327506290489666 0.8215003726040957
11600.5 5.328390362497943 0.8118257552675008
11601.2 5.329627830691592 0.8053919287059113
11601.9 5.330539013205945 0.8003730181765205
11602.6 5.33505023969735 0.7951297041055826
11603.3 5.338143388093189 0.7888998780537374
11604.993695 5.339914095117175 0.7722842237872385
11605.999583 5.346127981383346 0.7617367044839259
11607.017662 5.350474518616436 0.7541537958362741
11608.047933 5.3574725728808525 0.7511532426580658
11609.090396 5.362721365763513 0.7535252270498388
11610.145051 5.369260715142988 0.7627350346141385
11611.211898 5.370607917931835 0.7760264197588763
11612.290937 5.376954462654141 0.7919199842832051
11613.382167 5.386583859700513 0.810256655311567
11614.48559 5.3925967450487935 0.829590103729795
11615.601204 5.396514699793334 0.848089434783347
11616.729011 5.400620180465444 0.865308973508985
11617.869009 5.405691273660699 0.8808358538107379
11619.021199 5.405544616244235 0.8899596672593237
11620.185582 5.404400910465468 0.8940589249757359
11621.362156 5.398138447614611 0.8924263599105793
11622.550922 5.3943742126854675 0.8862208502693466
11623.751879 5.389089239597431 0.8774808789409042
11624.965029 5.384372692177729 0.8688892634986709
11626.190371 5.375235139860755 0.8601254883311619
11627.427904 5.368358241078247 0.8519933530839461
11628.67763 5.360839442900697 0.8435376973786053
11629.939547 5.354977912299238 0.8358928960841994
11631.213657 5.346098872991481 0.830009183882593
11632.499958 5.340507292094908 0.8250477771309221
11633.798451 5.335001236488407 0.8195741870844416
11635.109136 5.331284028677941 0.8132259207312421
11636.432013 5.3292019037344485 0.8047191544385847
11637.767082 5.324175699792947 0.7938481584780283
11639.114342 5.320600064536786 0.7816971767179376
11640.473795 5.317556489554895 0.769698414800022
11641.84544 5.317191429445295 0.7579733057756807
11643.229276 5.318603440724109 0.7486003399245104
11644.625305 5.315822603392589 0.7412462108916709
11646.033525 5.317406383660239 0.7354856100274457
11647.453937 5.320484605038341 0.7320343107786809
11648.886541 5.322638024745241 0.7305072388029037
11650.331337 5.324466787009867 0.7318517390632362
11651.788325 5.328891490521363 0.7364539221515347
11653.257505 5.332241809822595 0.7435860507980988
11654.738877 5.336319256903308 0.7552765512141859
11656.23244 5.344623347071193 0.7669603380049723
11657.738196 5.351870886815825 0.7794296733094166
11659.256143 5.3561589024965315 0.7906395351213261
11660.786283 5.361808573120195 0.7992399533947611
11662.328614 5.370495254541064 0.8053881483187645
11663.883137 5.375580048268522 0.8083175313061544
11665.449852 5.381999025325732 0.8091195375967348
11667.028759 5.385029713945269 0.8079958346462817
11668.619858 5.388890280595886 0.8053496114569675
11670.223149 5.392916823047506 0.8021719214698757
11671.838632 5.397071241549751 0.7995511670138766
11673.466307 5.401073472757977 0.7958128115327769
11675.106173 5.403907896439257 0.7925103133139472
11676.758232 5.405113056156101 0.7905109930568176
11678.422482 5.410589377040788 0.7894084906917114
11680.098924 5.412892419485322 0.7896232683650373
11681.787558 5.41884834609875 0.7925762798490749
11683.488385 5.420496746352087 0.7965441926075941
11685.201403 5.421887871650353 0.8007994303083839
11686.926613 5.424888452194433 0.8039156103172785
11688.664014 5.424668754108744 0.8056451585981292
11690.413608 5.427877139289151 0.8043797775806176
11692.175394 5.42758115024864 0.8007743594749014
11693.949371 5.426728902483156 0.7945198284664156
11695.735541 5.425674886616089 0.7851979066804569
11697.533902 5.423241872018665 0.7735156529283201
11699.344455 5.4228267911988315 0.7608880173875358
11701.167201 5.421783518450277 0.7484278787816558
11703.002138 5.422041596935577 0.7362893629545645
11704.849267 5.414501460545482 0.7266941502272243
11706.708588 5.416070949632404 0.7204793617337347
11708.5801 5.416763405363085 0.718257204350345
11710.463805 5.4169998960003385 0.7197259126932816
11712.359702 5.414409580356142 0.7233113097857478
11714.26779 5.417163354182368 0.7285376075127366
11716.188071 5.419726990523371 0.7355480126301346
11718.120543 5.419758123059963 0.7425736831328708
11720.065207 5.4209725259659125 0.7500767872729549
11722.022064 5.425867663672004 0.7564027220757595
11723.991112 5.430998215317026 0.7626311021742228
11725.972352 5.4339468400088515 0.7668524260882925
11727.965784 5.437285903532774 0.7710689574402013
11729.971407 5.4404396088543105 0.7748169398931751
11731.989223 5.444516792961878 0.7775284400953734
11734.019231 5.44866710099354 0.7782264909008092
11736.06143 5.452669280055768 0.7783897066379479
11738.115822 5.456722217659906 0.776891693920028
11740.182405 5.4626592681503245 0.7746511876055491
11742.26118 5.468375936881931 0.7729711556933385
11744.352148 5.470412680604363 0.7726705112502409
11746.455307 5.4702174984931755 0.7743053849484947
11748.570658 5.471810661512919 0.777498970167492
11750.698201 5.474911435728317 0.7828517532260151
11752.837935 5.481759759913025 0.7863768899235793
11754.989862 5.484730949151539 0.7886017604720811
11757.153981 5.4867583880278294 0.7864732887713429
11759.330291 5.492788631965988 0.7805012243799846
11761.518794 5.498365586777699 0.7687000443380317
11763.719488 5.49913793196358 0.7561653752568926
11765.932374 5.498306524838869 0.7434463814676538
11768.157453 5.501623227277441 0.7331649563194151
11770.394723 5.5018769072467935 0.7243526360523781
11772.644185 5.499204367217354 0.7185928144703148
11774.905838 5.504360663352272 0.7139400911229383
11777.179684 5.505461572856073 0.7106867648201741
11779.465722 5.503200929275231 0.708265335211098
11781.763952 5.50568910530833 0.7064453876445155
11784.074373 5.509250519072775 0.7056574895209374
11786.396987 5.507547829075806 0.7059216016994513
11788.731792 5.509626606067122 0.7058520060703977
11791.078789 5.5155205255517314 0.7065862137845776
11793.437978 5.518769354472904 0.7081913841447257
11795.809359 5.520968704019976 0.71119348464082
11798.192932 5.523809402358265 0.7156788346692317
11800.588697 5.525271255556783 0.7218887922616541
11802.996654 5.525638938766043 0.7296958014824247
11805.416803 5.530837441551248 0.7383829806897966
11807.849143 5.534227243093982 0.7475738011072759
11810.293676 5.5369989781925515 0.7554119145156823
11812.7504 5.539004984243702 0.7618598881033567
11815.219317 5.543463805399817 0.7640719992797746
11817.700425 5.545880470464339 0.7644938655270577
11820.193725 5.548743083900973 0.7618124190526142
11822.699217 5.551595315839951 0.7566843735700506
11825.216901 5.552048173019396 0.7492248115793743
11827.746777 5.5558078441509835 0.7403472789867512
11830.288845 5.557985245229846 0.72957230022084
11832.843105 5.554891615332515 0.7175033014674604
11835.409556 5.559895348641031 0.7058773425142398
11837.9882 5.566408626479614 0.6950184931899605
11840.579035 5.565772137893709 0.6876850463711585
11843.182062 5.566353685926166 0.682638313475883
11845.797282 5.566681066164923 0.6808517920995518
11848.424693 5.566721236338045 0.6805248714142875
11851.064296 5.570952769783881 0.682793622525716
11853.716091 5.575089278080604 0.6851719583266347
11856.380078 5.575610499022408 0.6869753975766603
11859.056256 5.579592842361657 0.6861029208721167
11861.744627 5.580910838695466 0.6827389136687881
11864.44519 5.586954967038386 0.6787115785968154
11867.157944 5.585222878515654 0.6750864769575081
11869.882891 5.5884671623888105 0.6736970414481236
11872.620029 5.590563534611978 0.6748101487329671
11875.369359 5.5967410712507855 0.6780919126592154
11878.130881 5.598912417750142 0.6825128811762724
11880.904595 5.604289422667214 0.6875516904541273
11883.690501 5.606339458090142 0.6924998681941048
11886.488599 5.608294185917008 0.697495823294158
11889.298889 5.6125115077151735 0.7022319540602321
11892.121371 5.617257381498321 0.7060553643058416
11894.956044 5.625938236344699 0.7081121769989313
11897.80291 5.633163741881034 0.7073295984592727
11900.661967 5.630302964299076 0.7041382819644918
11903.533217 5.632838280207716 0.697750142009058
11906.416658 5.634675942075346 0.6896570086315208
11909.312291 5.634982585315018 0.679249463489038
11912.220116 5.637074533894494 0.6684305830348373
11915.140133 5.642650973216784 0.6589801153439517
11918.072342 5.646156624653196 0.6524608556637767
11921.016743 5.650793764257034 0.647909127295078
11923.973335 5.646624981698266 0.6450648963679846
11926.94212 5.645563871172774 0.6444568489341168
11929.923096 5.648776024060292 0.6452713492709155
11932.916265 5.653046328399875 0.6458988362919775
11935.921625 5.652532697907477 0.6467905060292666
11938.939177 5.657364877455002 0.6469711036139474
11941.968921 5.658858263709136 0.6470224208400992
11945.010858 5.662264812047465 0.6461997545152063
11948.064985 5.66340338555668 0.6436829167025351
11951.131305 5.667814079376084 0.6402950457869502
11954.209817 5.671839779665906 0.636590209055964
11957.300521 5.674720325794536 0.6341258627486493
11960.403416 5.678151827870427 0.6336930195295578
11963.518504 5.680950234365354 0.6355736048282025
11966.645783 5.683148625499298 0.6385963422223698
11969.785255 5.687743550858566 0.6415527028736266
11972.936918 5.689724744978669 0.6435384197480964
11976.100773 5.691433013094327 0.6446826005867315
11979.27682 5.696192396461057 0.6447773066527667
11982.465059 5.700347490682678 0.6442931127495276
11985.66549 5.70073463607959 0.6441470722275512
11988.878112 5.707442382902045 0.6440260085552598
11992.102927 5.711071346685478 0.6430999538552508
11995.339934 5.711669463390573 0.6406793146270372
11998.589132 5.714608552486037 0.6366484437691249
12001.850523 5.718607540048538 0.6312228572453932
12005.124105 5.7218851644176585 0.6240842184137724
12008.409879 5.724984113277622 0.6157345066209182
12011.707845 5.729400185338037 0.6067917354239439
12015.018003 5.7308931831242305 0.5978834306922243
12018.340353 5.732319062645146 0.5908077276114055
12021.674895 5.733178910633335 0.586534163466658
12025.021629 5.738189602344709 0.5844215897386108
12028.380554 5.74171006908245 0.583674786408099
12031.751672 5.745227890825048 0.5841122966477608
12035.134982 5.74511465773162 0.5850403885006316
12038.530483 5.7496161575020315 0.5865485772022462
12041.938176 5.752685219842875 0.5874855935966277
12045.358061 5.763629281765547 0.5881986839496146
12048.790139 5.764015291404054 0.5881152884389319
12052.234408 5.7624814943666625 0.5896317043742284
12055.690868 5.767320857575101 0.5907855198403401
12059.159521 5.7703873423162175 0.5909589943876102
12062.640366 5.773340280367102 0.5911807378994343
12066.133403 5.776447426402191 0.5902842150518105
12069.638631 5.777326236845807 0.5891243662222433
12073.156052 5.7817326083174185 0.5882567183123835
12076.685664 5.786116274180666 0.5871086978415231
12080.227468 5.7883839685395815 0.586105194441431
12083.781465 5.79240486768707 0.5839996802626538
12087.347653 5.794007683251206 0.5809097265484046
12090.926033 5.797362623134075 0.5769944471740649
12094.516605 5.8032517409815325 0.5721381090871988
12098.119369 5.804411769484888 0.567188824127234
12101.734324 5.808705287846527 0.5625172386549507
12105.361472 5.8131517019289864 0.5584786544665488
12109.000811 5.817256672650653 0.5545836602921055
12112.652343 5.820509399930842 0.5507463167930596
12116.316066 5.829736304624006 0.5467126993068157
12119.991982 5.82452596057342 0.5422240406456754
12123.680089 5.8188861394655005 0.5382006516382971
12127.380388 5.828068547668698 0.5344804451381243
12131.092879 5.832322692994645 0.5309735093398233
12134.817562 5.837251653977067 0.5276608783282535
12138.554437 5.8385050507741925 0.5262867686837711
12142.303503 5.844233477781723 0.5253920553723649
12146.064762 5.848020297289 0.5247663477747232
12149.838213 5.850601395570103 0.5244903570296774
12153.623855 5.850828137640504 0.5243054784629207
12157.421689 5.854273251160078 0.5243866816764501
12161.231716 5.861224331027523 0.5240362054245435
12165.053934 5.864605951500251 0.5247509488583034
12168.888344 5.865566181239004 0.5249311370181685
12172.734946 5.880419230001477 0.5244829537236686
12176.59374 5.884645514870009 0.52441013760375
12180.464726 5.882059935232677 0.523750557924013
12184.347903 5.883096437771621 0.5229080923146455
12188.243273 5.885508185156287 0.5216872988763182
12192.150835 5.889972962639104 0.5197888446528861
12196.070588 5.895066983315645 0.5166773075159451
12200.002533 5.89695834450244 0.5133018968647394
12203.946671 5.900896453539571 0.5095484009321025
12207.903 5.905897089257068 0.5050817730451189
12211.871521 5.90918182774408 0.5001677626640364
12215.852234 5.911747303458659 0.4956069004981437
12219.845139 5.915265225725213 0.4914223631047862
12223.850236 5.919347347307175 0.48769549042636473
12227.867524 5.922666946952819 0.48434162857159707
12231.897005 5.924665835905263 0.48140835066617166
12235.938678 5.928083876594657 0.4783521259292081
12239.992542 5.933150417311266 0.4752678284390948
12244.058598 5.9363000390892 0.47199240137450504
12248.136847 5.940401667259055 0.4686165330334951
12252.227287 5.952314068266136 0.4654913615824598
12256.329919 5.9630326369988245 0.4610510863665039
12260.444743 5.950992664465113 0.45763403234743905
12264.571759 5.9542357099542516 0.45507629891338336
12268.710967 5.957663755200608 0.4533823780397287
12272.862366 5.959965078786303 0.4522840527749099
12277.025958 5.9644510510423245 0.4517799651762158
12281.201742 5.968957057719839 0.45202722611223
12285.389717 5.974070888110413 0.45294465492484737
12289.589884 5.976313943065462 0.45352785134493406
12293.802244 5.982890352916702 0.4540090612763284
12298.026795 5.999805308680223 0.45407697649702833
12302.263538 5.9923023778909394 0.4536737828243373
12306.512473 5.992693108844297 0.45288919504344427
12310.7736 5.995888843140323 0.4508030521395171
12315.046919 5.999074022022385 0.4482995190657112
12319.332429 6.000704847608382 0.44502207500656477
12323.630132 6.0070099681978375 0.441025108476062
12327.940026 6.01264482196707 0.43631256398335083
12332.262113 6.016032792719527 0.43128762972905504
12336.596391 6.015694123944615 0.4263218642699886
12340.942861 6.0209900191328085 0.4216174231004404
12345.301524 6.025362702598358 0.4177072421165891
12349.672378 6.029716614485572 0.41398649832844214
12354.055424 6.033962376481932 0.4109152080913513
12358.450662 6.0364871740018655 0.40811465130909147
12362.858091 6.039273659650298 0.4052093137099807
12367.277713 6.046396469141459 0.4024412485623149
