energy He_RT_after_H2 He_RT_after_H2_ref
11559.8 4.0314358176272 -0.46388041804135705
11560.0 4.046051449030502 -0.437920943635031
11560.2 4.071883607318157 -0.4098521671930461
11560.4 4.094657635438013 -0.37965847639758027
11560.6 4.119367679407824 -0.34821547857839075
11560.8 4.145509081878305 -0.3137774355955412
11561.0 4.173893883202048 -0.276584774561945
11561.2 4.207003316322367 -0.23610639260995456
11561.4 4.239044827309788 -0.19258804658260745
11561.6 4.278526043937216 -0.14712759454789273
11561.8 4.316869330571699 -0.09778893544101275
11562.0 4.357554557696114 -0.045463373851075385
11562.2 4.402733571918132 0.011561759410447786
11562.4 4.450849738711495 0.07174991633130312
11562.6 4.5013589260518705 0.1340857273203399
11562.8 4.557281986689079 0.2004255988246201
11563.0 4.615274192130953 0.2708591415851714
11563.2 4.677674474138036 0.3438188279372616
11563.4 4.738560662814649 0.4200590205776577
11563.6 4.8047010659258955 0.49774714251063135
11563.8 4.867547180425137 0.5769858105228869
11564.0 4.935113262706994 0.6568198870208525
11564.2 5.000320312133533 0.7369081649180391
11564.4 5.066996501018937 0.8155497200548452
11564.6 5.130933944483815 0.8906792640566376
11564.8 5.188864855756493 0.9620411050455512
11565.0 5.244108067504624 1.0297485029311961
11565.2 5.3055204036498 1.0899768350046135
11565.4 5.357427509563676 1.144817401355647
11565.6 5.40216638467521 1.1911569543099105
11565.8 5.443669622041203 1.228591734605475
11566.0 5.480580791900159 1.2557852316914002
11566.2 5.5137763444353824 1.2776233868401037
11566.4 5.541926325393684 1.2896013188523896
11566.6 5.567191266536923 1.2945219014208205
11566.8 5.585036167833122 1.2940691388828864
11567.0 5.603467626380588 1.287551656047621
11567.2 5.606841160472299 1.2757031030703574
11567.4 5.616129340379609 1.260622646425644
11567.6 5.621408597838751 1.241823707110777
11567.8 5.62011336649479 1.221353478655672
11568.0 5.617135048212131 1.2002149164725504
11568.2 5.613400682420013 1.176072103911283
11568.4 5.6057086657548165 1.1536367390060087
11568.6 5.596914905940453 1.1311600607670618
11568.8 5.584621281563593 1.108759508223933
11569.0 5.5713384309625855 1.0867644146979192
11569.2 5.558571599970802 1.066279942516011
11569.4 5.544209500346443 1.0455357685731823
11569.6 5.52480301064745 1.0256949939828857
11569.8 5.511370881042763 1.008148132291842
11570.0 5.493843580035113 0.9907781684816985
11570.2 5.477446769521657 0.9745429170064506
11570.4 5.459338079425256 0.9583781302819439
11570.6 5.442439307930014 0.9440187177924366
11570.8 5.425431777047064 0.9292391113678373
11571.0 5.4060942374417476 0.9157140969622899
11571.2 5.38949036149144 0.9031083026935851
11571.4 5.37361610338401 0.8917364628610415
11571.6 5.357007185009958 0.8810180082762162
11571.8 5.340141296751441 0.869373863916305
11572.0 5.327139365451747 0.8582011228419624
11572.2 5.312452959907062 0.8483981007318329
11572.4 5.297960377772641 0.8389633791227986
11572.6 5.281470949507005 0.8298893424440668
11572.8 5.271742951637214 0.8215655974206236
11573.0 5.2606237518869365 0.8133365775185035
11573.2 5.248584793060199 0.806653696483587
11573.4 5.239245303291189 0.7993540047518283
11573.6 5.230440571659792 0.7923377721260065
11573.8 5.221940233299576 0.7866208506244903
11574.0 5.211722776194262 0.7811798120164263
11574.2 5.204951060366051 0.776266167807399
11574.4 5.200514819305131 0.7717497206038232
11574.6 5.19415946621304 0.7684674882848095
11574.8 5.186946952258707 0.7675856470639124
11575.0 5.182883162404429 0.7654043110829443
11575.2 5.17759173437932 0.763355477247552
11575.4 5.172277423282099 0.7629042397614094
11575.6 5.170166853222981 0.7629108827276141
11575.8 5.168664907322301 0.7635661526648546
11576.0 5.166104922875327 0.7654726462884379
11576.2 5.16487115931592 0.7670132109406953
11576.4 5.162337975229035 0.770207209095456
11576.6 5.159739548210106 0.7726904085150125
11576.8 5.160542438333054 0.7761517941005893
11577.0 5.1635983862678705 0.7802830107585201
11577.2 5.163411637443093 0.783585547161015
11577.4 5.1599222239022495 0.7884032559451893
11577.6 5.161600992578663 0.7926245443143477
11577.8 5.159001896530731 0.7976390747313553
11578.0 5.1591016781794705 0.8025368499320858
11578.2 5.164329167998933 0.8076010661011478
11578.4 5.166476918298068 0.8106668784128439
11578.6 5.169318461958906 0.8159455552956292
11578.8 5.171345708813719 0.8199845370812104
11579.0 5.168510728478933 0.8239470540218364
11579.2 5.172254529043676 0.8286326241284209
11579.4 5.172321422074815 0.8315168046871007
11579.6 5.170873432475283 0.83446128756813
11579.8 5.175979515603264 0.8353530080652669
11580.0 5.1748851724076195 0.8379172328722955
11580.2 5.176415945334639 0.8383112841449999
11580.4 5.178315005464341 0.8388098144919844
11580.6 5.182197846019534 0.8385042794598982
11580.8 5.1831854236071635 0.8366794136923963
11581.0 5.178543753449894 0.8341943345859607
11581.2 5.182673608077043 0.8311969995913938
11581.4 5.177969667180235 0.829026555800693
11581.6 5.1783631320313885 0.824035802352718
11581.8 5.1786302560731485 0.8194880492373228
11582.0 5.175767396279084 0.8140966602021245
11582.2 5.176283667324042 0.8092455404871861
11582.4 5.1766376883534 0.8039292632372322
11582.6 5.170209548219374 0.7977521865305442
11582.8 5.174953729842236 0.7923620853651885
11583.0 5.169031345664075 0.7865014253668825
11583.2 5.166046635166432 0.781004705560915
11583.4 5.164068310107148 0.7755273979389894
11583.6 5.164951836459356 0.7712068439155393
11583.8 5.160004468038466 0.7674565982466265
11584.0 5.157575694694418 0.7627865878969848
11584.2 5.155072383696186 0.7579353894404492
11584.4 5.156078144111532 0.7549445317588539
11584.6 5.155401964990915 0.7519081157889193
11584.8 5.151079321732735 0.7494147630772694
11585.0 5.154010808145402 0.746541858112197
11585.2 5.152065487396774 0.745536188928191
11585.4 5.149909981205798 0.7442053421391667
11585.6 5.1516095320569715 0.7418304199826079
11585.8 5.150434800087665 0.7407337434981053
11586.0 5.154581559010301 0.7408697438250378
11586.2 5.15025013062086 0.7408824018959284
11586.4 5.1541854256013995 0.7406604353429377
11586.6 5.155748629636773 0.7410726227458381
11586.8 5.154388139259945 0.74135723483628
11587.0 5.158178127666861 0.7421935068982305
11587.2 5.158446091290472 0.7429192581339992
11587.4 5.160905015968599 0.7440171268150898
11587.6 5.159042847503146 0.7454677578933093
11587.8 5.1619278507292155 0.7471930035239869
11588.0 5.166588020544909 0.7498879261343363
11588.2 5.166103622655235 0.7518511338547571
11588.4 5.169966534329128 0.7550151983884372
11588.6 5.174389645472735 0.758206974145536
11588.8 5.177065113066599 0.7618227079222422
11589.0 5.1784399434156345 0.7656830465191601
11589.2 5.176660182859277 0.7693492761763551
11589.4 5.179962387021248 0.7750207420145603
11589.6 5.188635047795457 0.7798182017401131
11589.8 5.193054232586325 0.7853580519285673
11590.0 5.191902669933727 0.7920167287985788
11590.2 5.195531593521891 0.7989924505782954
11590.4 5.20023079546843 0.805207611027665
11590.6 5.203710941184268 0.8113834452273226
11590.8 5.213022274432196 0.8193302597371136
11591.0 5.218578799274671 0.8275798651586875
11591.2 5.221215032128124 0.8353536487944677
11591.4 5.221620999891184 0.8434089649559195
11591.6 5.227883029769017 0.8512273277773578
11591.8 5.23069581555636 0.8599803625691245
11592.0 5.2388135535598375 0.8660459454110389
11592.2 5.23528799391721 0.8748708071336392
11592.4 5.2408494790429065 0.8822711328371816
11592.6 5.2475615466829675 0.8885755380361408
11592.8 5.252433043755089 0.8948568574561931
11593.0 5.254984047569015 0.900434641189733
11593.2 5.2576912462369165 0.9052568119915076
11593.4 5.258956465721718 0.9096341239035544
11593.6 5.262089751052393 0.9143310379844822
11593.8 5.26626226249503 0.917281843502559
11594.0 5.264144755559114 0.9200446595872105
11594.2 5.265996046454949 0.9213852618693367
11594.4 5.266000163351944 0.9234965521061724
11594.6 5.268399281552413 0.9233974715935478
11594.8 5.26774770710575 0.9216657424291617
11595.0 5.264513395468891 0.9221676952622928
11595.2 5.265138461980652 0.919713631167715
11595.4 5.267559896626438 0.9182078752627637
11595.6 5.266120094437143 0.9162296062062583
11595.8 5.265087155556642 0.9109173797269222
11596.0 5.267258071648619 0.9074024998112827
11596.2 5.2614341883431655 0.9027392077948059
11596.4 5.2590679550943955 0.9001913933672795
11596.6 5.255733719503078 0.8946579301274907
11596.8 5.2565903435571935 0.8901259083470612
11597.0 5.248767463232289 0.8850935929073093
11597.7 5.24099182196121 0.8672009991136028
11598.4 5.231495001709803 0.8500944108766129
11599.1 5.2194953666753126 0.8350475186463454
11599.8 5.212502889175766 0.8231729953772128
11600.5 5.204403658931764 0.8126444211433413
11601.2 5.195159295213784 0.8055513018143973
11601.9 5.190936417449547 0.7997789393765931
11602.6 5.184821380976326 0.7953985904951756
11603.3 5.180298574898694 0.7897982181227443
11604.993695 5.173071879242669 0.7730514680377774
11605.999583 5.170817495241245 0.7621230501141033
11607.017662 5.171215437147142 0.7544878971643593
11608.047933 5.170353589575451 0.7505604466840582
11609.090396 5.176102295913659 0.7531474519801892
11610.145051 5.18395055355919 0.7612361144838776
11611.211898 5.196304609515231 0.7739126029809617
11612.290937 5.207593111381277 0.7902759147693085
11613.382167 5.223363216962823 0.809208207612067
11614.48559 5.238967203139782 0.8279922771317368
11615.601204 5.2537990830520185 0.8465490986694092
11616.729011 5.2695474247005265 0.8643403732705257
11617.869009 5.2828428231549465 0.8789155476963458
11619.021199 5.292710902365516 0.8897484824053281
11620.185582 5.299274355327777 0.8934652219185523
11621.362156 5.3039749598823205 0.8919961709262536
11622.550922 5.303745973551673 0.8864929726451312
11623.751879 5.302939620822493 0.8779316248022273
11624.965029 5.298956262728723 0.8691601430181609
11626.190371 5.2956972234690864 0.8607090075939867
11627.427904 5.2895535886738845 0.8516200533250312
11628.67763 5.286263205112756 0.8440065430225268
11629.939547 5.280303136973955 0.8364320866805313
11631.213657 5.273999054591052 0.8296999387755185
11632.499958 5.268366639479204 0.8244943008036535
11633.798451 5.262461927799047 0.8198142899678288
11635.109136 5.2570504020454525 0.8126796770309801
11636.432013 5.251061971513742 0.8042005634105706
11637.767082 5.245610909945248 0.7940719198228388
11639.114342 5.239624046089703 0.7818568109470857
11640.473795 5.234674591425873 0.7700667746011532
11641.84544 5.23035964569855 0.7585357725283693
11643.229276 5.228133254603596 0.748541542322206
11644.625305 5.224669178073131 0.7413722254400869
11646.033525 5.220026472884818 0.7354508772779896
11647.453937 5.219982141907713 0.7314351100874535
11648.886541 5.2204965886937975 0.7303296803711851
11650.331337 5.221774567217843 0.7311894673666066
11651.788325 5.227835527704677 0.7357343300099269
11653.257505 5.232809193305018 0.7428116490353432
11654.738877 5.236836733532428 0.753420674727457
11656.23244 5.243656851837548 0.7665218162308273
11657.738196 5.252183949296471 0.7786520272725822
11659.256143 5.258342107934503 0.7897383250340286
11660.786283 5.265967484947946 0.7990623615433743
11662.328614 5.272897706694802 0.8047959645225548
11663.883137 5.278305077502916 0.8088130955953651
11665.449852 5.282546428266075 0.8086830845839438
11667.028759 5.284757608027879 0.8072757149178557
11668.619858 5.285724881320575 0.8043936597777351
11670.223149 5.291140048280044 0.802262408105694
11671.838632 5.2915416384985 0.7991837089104487
11673.466307 5.291133739591629 0.7960701443118617
11675.106173 5.293470062540375 0.7929540165539166
11676.758232 5.296644761494533 0.7906439124978354
11678.422482 5.299503682575745 0.789551471107827
11680.098924 5.301586285718242 0.7897109472679266
11681.787558 5.300180473686328 0.7922661425517441
11683.488385 5.302313315866359 0.795467361815016
11685.201403 5.30560509017401 0.7998633957837097
11686.926613 5.3065147055579525 0.8032436567673071
11688.664014 5.309841671589375 0.8051347379447431
11690.413608 5.313251088981407 0.8043452062470132
11692.175394 5.312499742918141 0.8009286116598485
11693.949371 5.307617106598852 0.7945773902456575
11695.735541 5.307613595503244 0.7854353129395618
11697.533902 5.303147705703801 0.7743396980404716
11699.344455 5.2995897702639 0.7620597352145249
11701.167201 5.300823859382464 0.7485126522170548
11703.002138 5.297354087099338 0.7361377590653111
11704.849267 5.296462151936159 0.7265925898178213
11706.708588 5.296944130736662 0.7204087578266481
11708.5801 5.296581063152173 0.7175954557295521
11710.463805 5.300573175239949 0.7186031300583993
11712.359702 5.304170361567921 0.7223632396408745
11714.26779 5.308570233278807 0.7279999032759982
11716.188071 5.314375833538382 0.7349999663923212
11718.120543 5.32097134379878 0.7422886374527263
11720.065207 5.327596795349117 0.7499336219891747
11722.022064 5.33293938143115 0.7563542945459042
11723.991112 5.340202148312351 0.7618668289838463
11725.972352 5.345678368593903 0.766607110174891
11727.965784 5.348763686657007 0.7705898314417744
11729.971407 5.3552202758727265 0.7741392262614676
11731.989223 5.361067567176069 0.7767729910251971
11734.019231 5.363609094223669 0.7779731639417465
11736.06143 5.366994470530665 0.778095805336381
11738.115822 5.370604881030842 0.7763930801784982
11740.182405 5.373962024173615 0.7746783428134355
11742.26118 5.378886004455957 0.7731958224623804
11744.352148 5.377409323449129 0.7731000624497806
11746.455307 5.3761381663821535 0.7744765400122404
11748.570658 5.3790469693774865 0.7779166146715772
11750.698201 5.380768753774576 0.7818312020581714
11752.837935 5.384483558100008 0.7865791267458985
11754.989862 5.386564705699454 0.7888576783892916
11757.153981 5.386874541313589 0.7865555030359369
11759.330291 5.388875564912028 0.780260975012931
11761.518794 5.387871747982449 0.7691311676187137
11763.719488 5.385512655554458 0.7559245960419644
11765.932374 5.3808006330439975 0.7431389025853737
11768.157453 5.377483336633043 0.7323647365372851
11770.394723 5.378797255024509 0.7239359462389634
11772.644185 5.3778437103585555 0.71801553395231
11774.905838 5.375608908212632 0.7140577862691729
11777.179684 5.376829997433895 0.7105170670251745
11779.465722 5.377786480693707 0.7080346983180729
11781.763952 5.380918903628169 0.7068680871955003
11784.074373 5.383071256850352 0.7062989633488367
11786.396987 5.387681203754525 0.7054324802570736
11788.731792 5.389637640748281 0.7055696986273137
11791.078789 5.3930818267129235 0.7067192389702991
11793.437978 5.4017383719909935 0.7075619531711712
11795.809359 5.409804194227713 0.7106598451846075
11798.192932 5.415250194705494 0.7145971467896253
11800.588697 5.4207303049417055 0.7216215300875318
11802.996654 5.424006014028376 0.7294578469525244
11805.416803 5.4316062882391165 0.73803589761914
11807.849143 5.434150752758233 0.7468773348081429
11810.293676 5.4394431525988605 0.754847753421306
11812.7504 5.446112103600995 0.7609453012898248
11815.219317 5.451184521876363 0.7638738815048255
11817.700425 5.4535523706608675 0.7641465145965213
11820.193725 5.454078937681514 0.7613376613613742
11822.699217 5.454703731288963 0.7558374905429945
11825.216901 5.456212718559493 0.7491366815778385
11827.746777 5.454299037407859 0.7404216331788194
11830.288845 5.45341673611719 0.7297275703389406
11832.843105 5.452328423559732 0.7178550590203873
11835.409556 5.4526900416835655 0.7057555701793844
11837.9882 5.454847261640045 0.6949244315576762
11840.579035 5.45193396609146 0.6874582152315069
11843.182062 5.450006010246878 0.6828432055437138
11845.797282 5.452135339097412 0.6804317147525728
11848.424693 5.454212467574813 0.6801165117535356
11851.064296 5.456960381554215 0.6827394007256122
11853.716091 5.460256208644303 0.6846063323372095
11856.380078 5.46060724635191 0.6862364744742505
11859.056256 5.466083542934521 0.6860753515517979
11861.744627 5.467112342583748 0.6826740751727233
11864.44519 5.471091831364761 0.6788017368940639
11867.157944 5.472017673819123 0.6748529520240237
11869.882891 5.4791748216556995 0.6732812937320155
11872.620029 5.483495739317074 0.6747836459638918
11875.369359 5.487891366282755 0.6775530940184888
11878.130881 5.490843410611454 0.6821840526459225
11880.904595 5.495008801695545 0.6871068478295504
11883.690501 5.49928626600117 0.6921148072677291
11886.488599 5.503395164320504 0.6972498890387667
11889.298889 5.507685721292604 0.7020171012652476
11892.121371 5.5152930629739245 0.7058429800989826
11894.956044 5.524814551795364 0.7078735460141382
11897.80291 5.52615350244414 0.707218002698209
11900.661967 5.5231025386495105 0.7043246216839548
11903.533217 5.521944850604991 0.6981695242914431
11906.416658 5.525234839482377 0.6892297264306254
11909.312291 5.523750261452067 0.6791911515217877
11912.220116 5.524370757446006 0.6685702734004154
11915.140133 5.525684563199886 0.6588758398761024
11918.072342 5.529042605640767 0.6519944593838716
11921.016743 5.535336578704353 0.647559243574884
11923.973335 5.527223261088568 0.6448800012525552
11926.94212 5.528167768738238 0.6444026371366779
11929.923096 5.531655689348253 0.6449887277794001
11932.916265 5.534358341640114 0.6458236214616953
11935.921625 5.53983585359166 0.6463695556021155
11938.939177 5.540937039411916 0.6466022857538213
11941.968921 5.544834142425192 0.6464717885127891
11945.010858 5.5467895445923086 0.6457411627785976
11948.064985 5.552135650462207 0.6435836299982469
11951.131305 5.55558137171762 0.6402064554613862
11954.209817 5.55656019547065 0.6366227733650336
11957.300521 5.56264237771744 0.6338690270864191
11960.403416 5.565463275184283 0.6339571968565169
11963.518504 5.56964754298015 0.6353824439421614
11966.645783 5.5719972017882995 0.6383633770111283
11969.785255 5.5787003571338545 0.6408605455376988
11972.936918 5.582048081678947 0.6432269769681852
11976.100773 5.585346990709145 0.6443646702672332
11979.27682 5.590228584779062 0.6440660557053016
11982.465059 5.593785497245743 0.6442557373887439
11985.66549 5.596680702948773 0.6436415879185791
11988.878112 5.599165268201569 0.6435690698451683
11992.102927 5.601482503392417 0.6425485042698323
11995.339934 5.6062669603904585 0.6404890505735649
11998.589132 5.6073055186726455 0.6366605194234014
12001.850523 5.609912022674631 0.6311115293285186
12005.124105 5.610149073503471 0.6238602332606352
12008.409879 5.611443957054084 0.6155972029146761
12011.707845 5.6122846721509365 0.6060983715144751
12015.018003 5.613512302374248 0.5973316442930436
12018.340353 5.614739948680811 0.5905790083295591
12021.674895 5.6183429722636475 0.5863728074924452
12025.021629 5.622123111484344 0.5840946633031109
12028.380554 5.623431552034345 0.5836968264901827
12031.751672 5.626600653589671 0.5839166012428769
12035.134982 5.628895625444657 0.5853328527635736
12038.530483 5.632618280843755 0.5860612476105918
12041.938176 5.637614737728394 0.5869894227926286
12045.358061 5.645637187017082 0.588018029152912
12048.790139 5.647627352084173 0.5881142351794831
12052.234408 5.6474403223675465 0.5889187719541793
12055.690868 5.651784672459344 0.5901437987489409
12059.159521 5.655025039543432 0.5906476914909662
12062.640366 5.659780775421425 0.5909273402232876
12066.133403 5.663831057657573 0.5903109323821775
12069.638631 5.667642543933344 0.5885726235963279
12073.156052 5.671925396660831 0.5879687479252301
12076.685664 5.677290172161801 0.5870763276299694
12080.227468 5.679576471928802 0.585807326577093
12083.781465 5.682198419679943 0.5840386843357912
12087.347653 5.686719803830881 0.5811555597271446
12090.926033 5.687590501791074 0.5766943883029999
12094.516605 5.6893943615413605 0.5721056519465216
12098.119369 5.692703584259182 0.5672780084528601
12101.734324 5.695332193775128 0.5628487835960302
12105.361472 5.699018640118346 0.5585966059339557
12109.000811 5.69960134833695 0.5545890838357915
12112.652343 5.70584601620036 0.5507195148151574
12116.316066 5.712511458713039 0.5464947521151872
12119.991982 5.708493965201691 0.5424543117532964
12123.680089 5.704241492931226 0.5383235670643417
12127.380388 5.708353996239606 0.5341206501047298
12131.092879 5.710755422531283 0.5306122237342231
12134.817562 5.715887591279471 0.5278585446124168
12138.554437 5.718592634584502 0.5261137145706576
12142.303503 5.722594772473381 0.5251819996397565
12146.064762 5.725907267111189 0.5248806629384904
12149.838213 5.730189427805856 0.5246457840762127
12153.623855 5.735217972841381 0.5238090985261781
12157.421689 5.7403679111341335 0.5240801057844852
12161.231716 5.743246882604673 0.5240118767285179
12165.053934 5.744855701117741 0.524445879091503
12168.888344 5.748728328191085 0.5245735919433264
12172.734946 5.764030541852004 0.5245573133780461
12176.59374 5.77360545266658 0.5244211883682153
12180.464726 5.770391213367416 0.5236536741580193
12184.347903 5.770219048438828 0.522833664321215
12188.243273 5.771928349306149 0.5212428004571303
12192.150835 5.779359345906455 0.5194126962228284
12196.070588 5.780668264257197 0.5163226230585739
12200.002533 5.782572382922519 0.513193332470265
12203.946671 5.787915146958199 0.5094338001188364
12207.903 5.791241106485574 0.5052780753665773
12211.871521 5.795153662518342 0.5005712841260659
12215.852234 5.7958489231433274 0.4953807365485267
12219.845139 5.7964499531131555 0.49114485170485134
12223.850236 5.801033872068195 0.487307690863718
12227.867524 5.801543079031211 0.48416916368163426
12231.897005 5.806341313666335 0.4811297384224424
12235.938678 5.808723245224655 0.47795654913921953
12239.992542 5.811736466323145 0.47525620684574194
12244.058598 5.815278334958905 0.47223347877460153
12248.136847 5.820034767310051 0.4687121967795937
12252.227287 5.827755883687984 0.4653121490658489
12256.329919 5.83923023204364 0.4608484826932594
12260.444743 5.8299909682991 0.4574426832631824
12264.571759 5.833680732744393 0.455174863842371
12268.710967 5.833749549019022 0.4529977503072506
12272.862366 5.839706644388268 0.45192209435420855
12277.025958 5.843663106607477 0.45158238302500114
12281.201742 5.848685737995729 0.4517769219562931
12285.389717 5.85008629355656 0.45263157752917355
12289.589884 5.856035871822513 0.453177658882524
12293.802244 5.8643303578379316 0.4539262366293967
12298.026795 5.881563452232106 0.45400153680611594
12302.263538 5.873212105776399 0.4532673646306948
12306.512473 5.87270460234907 0.4525500579460609
12310.7736 5.87870974329868 0.45076268217192633
12315.046919 5.8813502040035734 0.4480796821876063
12319.332429 5.883044591661762 0.44472042502126685
12323.630132 5.8880230637864575 0.4409224767939599
12327.940026 5.892558671970775 0.4361253699631825
12332.262113 5.894626251674131 0.4310347379834077
12336.596391 5.8972594845959305 0.42591383592475845
12340.942861 5.902424037773863 0.4215787965515317
12345.301524 5.906204602828659 0.41729697322891324
12349.672378 5.908657778221001 0.41351697191158193
12354.055424 5.9102439819059525 0.4106291723748875
