energy CO_50 CO_50_ref
11375.739705 3.445423216365751 -0.8979938410027115
11380.739705 3.4485478901923665 -0.8992066064489369
11385.739705 3.4690320504369043 -0.900763648481305
11390.739705 3.4491916591943004 -0.902473794113268
11395.739705 3.445914344096679 -0.9040297133133341
11400.739705 3.4532950432530813 -0.9056046012080537
11405.739705 3.4576461295984324 -0.907264594714482
11410.739705 3.460242295938027 -0.9089539463415147
11415.739705 3.4628340474561363 -0.9105903426087033
11420.739705 3.4752122866351187 -0.9123621799042402
11425.739705 3.485692996160438 -0.9139413842212022
11430.739705 3.487781181140216 -0.9155592574231808
11435.739705 3.4906107993720576 -0.9171475726155115
11440.739705 3.4940479481232907 -0.9187608419168951
11445.739705 3.4969675256598522 -0.9202972817423818
11450.739705 3.50270606394661 -0.9217862322151188
11455.739705 3.506151751891018 -0.9233525633035576
11460.739705 3.5100805586049555 -0.9248344236024896
11465.739705 3.5142241520577855 -0.9261546144066937
11470.739705 3.5177463723866196 -0.9275359486153957
11475.739705 3.523456722399339 -0.9287631875511471
11480.739705 3.5285342858322752 -0.9299105971884701
11485.739705 3.5332105102297313 -0.9309452550477676
11490.739705 3.538520389604972 -0.9318924528057229
11495.739705 3.5434632208071526 -0.9327258726897764
11500.739705 3.5487168841927823 -0.9331878020940259
11505.739705 3.554633325204644 -0.9334586213558473
11510.739705 3.5610697843762726 -0.9333497009230329
11515.739705 3.5669221477304864 -0.9326805287154232
11520.739705 3.5749278339745367 -0.9312301896649006
11525.739705 3.5827106627610092 -0.928627789340178
11530.739705 3.59288424596675 -0.9245548598380108
11534.0 3.601169902025078 -0.9205915612956531
11535.0 3.6043387619452636 -0.9190666405682861
11536.0 3.6061047893738687 -0.9174340528452799
11537.0 3.6101361192077492 -0.9154348583883998
11538.0 3.612845616898311 -0.9134443578524143
11539.0 3.617017268620573 -0.9111651064168791
11540.0 3.61974320243203 -0.908518635696136
11541.0 3.624328942697768 -0.9059420688423571
11541.2 3.6228223367059806 -0.9054517230053062
11541.4 3.62762692927055 -0.9045781001541812
11541.6 3.625340577186972 -0.9039815965217419
11541.8 3.6241550766200317 -0.90326039115774
11542.0 3.6250596405887188 -0.902323439924446
11542.2 3.6299919464478116 -0.9020622668763425
11542.4 3.6292892001806645 -0.9011020885175022
11542.6 3.6316756869181943 -0.9003529013723407
11542.8 3.631141499800349 -0.8995617287006759
11543.0 3.62848749847942 -0.8990651259760741
11543.2 3.630338563596848 -0.8978597902076214
11543.4 3.63403877103143 -0.8967555560953041
11543.6 3.633929280753431 -0.896311634089787
11543.8 3.638064299667455 -0.8955482298265803
11544.0 3.6424673799485157 -0.8948621780825284
11544.2 3.641674443210641 -0.8940087501143102
11544.4 3.638640325018689 -0.8929715883327632
11544.6 3.6421516268603433 -0.891771093899521
11544.8 3.6432776845028703 -0.8910401172059746
11545.0 3.6435483361843737 -0.8898739906646647
11545.2 3.6453025536713786 -0.8889098665858232
11545.4 3.645664038201075 -0.8880653059663405
11545.6 3.6495659318085463 -0.88702262573439
11545.8 3.644361627005806 -0.8858658720678302
11546.0 3.6495243122490515 -0.8845194036076135
11546.2 3.6478901101521766 -0.8835311150833582
11546.4 3.651234151945482 -0.8821064913708051
11546.6 3.6536449013692227 -0.8807804343863573
11546.8 3.659912721093853 -0.8797858760149523
11547.0 3.6581909164964057 -0.8786937899879381
11547.2 3.6577165911429717 -0.8773011509191936
11547.4 3.6583132371311913 -0.8756479966903203
11547.6 3.659885036361374 -0.8744100237571205
11547.8 3.659447451492706 -0.8728995451703978
11548.0 3.6664985782426167 -0.8712934030531575
11548.2 3.6672844849492288 -0.8699070647557524
11548.4 3.666879791946442 -0.8682978660517681
11548.6 3.669668098967006 -0.8664834867301784
11548.8 3.669370893550565 -0.8651939248630588
11549.0 3.6732819889925814 -0.8634026846455711
11549.2 3.6753584600022196 -0.8611848257799759
11549.4 3.6757745535347546 -0.8597541218018497
11549.6 3.6760489903806293 -0.8573921554143423
11549.8 3.6786502332165063 -0.855411427515549
11550.0 3.6785619281967548 -0.8533955700897166
11550.2 3.68409100136313 -0.8514639433571903
11550.4 3.687768568096009 -0.849203891031598
11550.6 3.688580992098898 -0.8467435142649392
11550.8 3.688762146560371 -0.8442694184050072
11551.0 3.6911563181091203 -0.8418554107027417
11551.2 3.695234384300325 -0.8396658037719643
11551.4 3.6991162850297568 -0.8365486275667274
11551.6 3.700600776356058 -0.8337465825945667
11551.8 3.7012572490657827 -0.8306764454131353
11552.0 3.7045177814200594 -0.8281960370844811
11552.2 3.708011898612072 -0.8249272103301246
11552.4 3.711385538587197 -0.821647558862291
11552.6 3.7140465487567833 -0.8182281580212455
11552.8 3.7174630149510546 -0.8153801880752943
11553.0 3.721757965366064 -0.8115246630472128
11553.2 3.7235513818241173 -0.8075236290011062
11553.4 3.73194472681137 -0.8040537320171001
11553.6 3.7289055546419556 -0.799870533405432
11553.8 3.732232426157375 -0.7955982231977246
11554.0 3.738447645694603 -0.7907447773246022
11554.2 3.7433725179520208 -0.7865179112087984
11554.4 3.742208690391148 -0.7816780584686412
11554.6 3.7479266818225967 -0.7764375812314831
11554.8 3.7603080565353872 -0.771395753334911
11555.0 3.76496733980461 -0.7654293509083114
11555.2 3.764750533448558 -0.759242596910246
11555.4 3.769783442363571 -0.7530681919340346
11555.6 3.775944424753329 -0.7467575120117395
11555.8 3.7865264162825247 -0.7398457027728166
11556.0 3.7894262704627946 -0.7325017922286481
11556.2 3.799510891412293 -0.7244556866185697
11556.4 3.802877499267187 -0.7163793272042173
11556.6 3.8110651693239883 -0.7080424275620558
11556.8 3.8123823119751785 -0.6989148602826006
11557.0 3.823010929614489 -0.6890991606379476
11557.2 3.8309834271089085 -0.6787304873266679
11557.4 3.8453630606894724 -0.6679668189618047
11557.6 3.8495050633208407 -0.6567403301990621
11557.8 3.8611983804818086 -0.6446434898935324
11558.0 3.8721828623845482 -0.6319249382753281
11558.2 3.881666461620848 -0.6178613269695911
11558.4 3.8909953829367443 -0.6031428081312391
11558.6 3.9069618294833726 -0.587253439252062
11558.8 3.9164272620149974 -0.5706690601091975
11559.0 3.931822852188705 -0.5525229681790085
11559.2 3.9459158161509813 -0.5333067200415414
11559.4 3.966607389241171 -0.5119780646091285
11559.6 3.98301913478561 -0.4892983389867976
