energy CO_100 CO_100_ref
11375.868399 3.451857251923092 -0.8982396907467675
11380.868399 3.4561856158565263 -0.8993728590699076
11385.868399 3.475432628190871 -0.9009990559221569
11390.868399 3.454448156010765 -0.9027600735097419
11395.868399 3.452810195855123 -0.9042540630832291
11400.868399 3.460580737901107 -0.9058021509073962
11405.868399 3.465168922551311 -0.9074668257881375
11410.868399 3.4669496326572764 -0.9091708351209828
11415.868399 3.4703828850871177 -0.9107937716130076
11420.868399 3.482736216244564 -0.9125140909420824
11425.868399 3.4928525475099415 -0.9141121548641324
11430.868399 3.4943978107137936 -0.9157694779376339
11435.868399 3.4967369757815634 -0.9173315193871883
11440.868399 3.499585805499271 -0.9188767024359749
11445.868399 3.5035567914298715 -0.9204998571316627
11450.868399 3.5083729162205786 -0.9220060890558123
11455.868399 3.5123280073137564 -0.9234739747435583
11460.868399 3.517389546895908 -0.9248725657530065
11465.868399 3.521616123568941 -0.9263930188209871
11470.868399 3.5255276187033604 -0.9276286233311926
11475.868399 3.5301965657088594 -0.9288573217944628
11480.868399 3.5351627385485114 -0.9300700934519966
11485.868399 3.5400553756836537 -0.9311410560078167
11490.868399 3.545135475745202 -0.9320404249893796
11495.868399 3.5501198106806724 -0.9328364913820754
11500.868399 3.555130886017652 -0.9333606442457317
11505.868399 3.5601515337918 -0.9336176042148222
11510.868399 3.5677461380456954 -0.9333938585840951
11515.868399 3.574863283551493 -0.9327756216006057
11520.868399 3.581906245270742 -0.9312512751090366
11525.868399 3.590191247829974 -0.9286148467497188
11530.868399 3.601380134583517 -0.9244602712091242
11534.0 3.608538631848608 -0.9207030382007696
11535.0 3.611935428920176 -0.9190640090051386
11536.0 3.612208348800718 -0.9175742135118876
11537.0 3.616362754581491 -0.9157908534734082
11538.0 3.6195984937412207 -0.9136399605644552
11539.0 3.622326030664824 -0.9112485554463033
11540.0 3.6253460806633955 -0.9087691450256477
11541.0 3.630970078160286 -0.9057873914395337
11541.2 3.63123893317942 -0.9054287778360072
11541.4 3.6336997379462668 -0.9043317732998979
11541.6 3.6349014440871272 -0.9038473801956025
11541.8 3.631431191109601 -0.9032356967851636
11542.0 3.63687865581769 -0.9025664673068918
11542.2 3.6350026084737723 -0.901917636184377
11542.4 3.638442272121374 -0.9013163300976316
11542.6 3.6412805262052665 -0.9008870507239083
11542.8 3.6379512203644078 -0.8995635713019162
11543.0 3.6420988128656293 -0.899104956154247
11543.2 3.640382507522181 -0.8984641267241086
11543.4 3.6424365913917107 -0.8973801381283814
11543.6 3.644343534208356 -0.8969519428972944
11543.8 3.64621332473039 -0.8954258855297313
11544.0 3.6464832730753756 -0.8945807141552964
11544.2 3.6443794709991137 -0.893570835105588
11544.4 3.644640900949912 -0.8934196608340738
11544.6 3.6484788495210125 -0.8924386892618914
11544.8 3.6440662810614706 -0.8913878344660588
11545.0 3.6499778038415718 -0.8900878427270813
11545.2 3.648677676496078 -0.889041480331909
11545.4 3.65098392478301 -0.8881091263868164
11545.6 3.6547430620939485 -0.8868138994094646
11545.8 3.6576771838012605 -0.8859118520555969
11546.0 3.6577366598139145 -0.8850095471437466
11546.2 3.657703210875329 -0.8838129030701618
11546.4 3.6582023654400153 -0.8825246263867841
11546.6 3.6587240919988875 -0.8811851423938589
11546.8 3.66350494168453 -0.8796953049738481
11547.0 3.6622134447772843 -0.8786416527271051
11547.2 3.664086222686437 -0.8772482059404728
11547.4 3.6649978532300826 -0.8763848863103297
11547.6 3.667169315637833 -0.8746907017432459
11547.8 3.671142419368256 -0.8732259991958474
11548.0 3.670807632257854 -0.8713984428482356
11548.2 3.676197013911159 -0.869639951661001
11548.4 3.674973456711784 -0.8679251523252066
11548.6 3.6751673426599036 -0.8668829734682025
11548.8 3.676605295675514 -0.8651240279349378
11549.0 3.676497253016894 -0.8632987075450826
11549.2 3.679051775324613 -0.8614434414292048
11549.4 3.6832012651894948 -0.8597526576190929
11549.6 3.6805912938256458 -0.8574965190142143
11549.8 3.6849656389526295 -0.8556972586352961
11550.0 3.6897912534198185 -0.8538979550658153
11550.2 3.6925700712477254 -0.8512841772768478
11550.4 3.695670606381498 -0.8487535144803454
11550.6 3.695659986579819 -0.8468255132976734
11550.8 3.693895659057091 -0.8445957839613375
11551.0 3.6982044909911975 -0.8419145622448664
11551.2 3.7023681078461737 -0.8391292008485493
11551.4 3.7031321481450177 -0.8367703775111617
11551.6 3.707465184275111 -0.8339044244679458
11551.8 3.7075475476063247 -0.8313721781193187
11552.0 3.7092510956414886 -0.8279299072468504
11552.2 3.7172069121291957 -0.8250586988103973
11552.4 3.716464019767849 -0.8221435838273689
11552.6 3.7232941697414756 -0.8192350145748322
11552.8 3.725127075148392 -0.8154017393182676
11553.0 3.7268363356649696 -0.8116254377621747
11553.2 3.72984009065778 -0.8082230354187059
11553.4 3.7342931473213428 -0.8044108542862344
11553.6 3.7362379495360756 -0.8001859910505281
11553.8 3.74167055192181 -0.7959620376367591
11554.0 3.7466579070840753 -0.7914966068738439
11554.2 3.7542169798459732 -0.7870881770092669
11554.4 3.7564784404188813 -0.7819842494709003
11554.6 3.758015145407715 -0.7765270677283439
11554.8 3.760010987774325 -0.7713783217875576
11555.0 3.768174259015954 -0.765777308163063
11555.2 3.7714147072247193 -0.7601733667994898
11555.4 3.775885263235646 -0.7536573278226876
11555.6 3.783595778526034 -0.7471552944509378
11555.8 3.7893546152130275 -0.7401186121495306
11556.0 3.794361029042058 -0.7329499071471252
11556.2 3.8009559342763692 -0.7250589071185092
11556.4 3.8112027409828357 -0.7172758909552932
11556.6 3.817914880727851 -0.708503854925724
11556.8 3.821583086188302 -0.699759589137061
11557.0 3.828637983678523 -0.69035302703799
11557.2 3.83868220142598 -0.6799594467056477
11557.4 3.84991367280466 -0.6691269334567861
11557.6 3.8589237852715583 -0.6579898880607974
11557.8 3.868346757193426 -0.6456570452581858
11558.0 3.878564662107086 -0.6329939130123997
11558.2 3.8903325372358024 -0.6190776086941365
11558.4 3.89702433748293 -0.604038203909429
11558.6 3.9119198577609673 -0.5885180935870905
11558.8 3.9300237840724814 -0.5722913402388144
11559.0 3.942980587970069 -0.5540637801868253
11559.2 3.9591821402881386 -0.5350120333287351
11559.4 3.974826787242445 -0.5143743238344906
