energy CO_RT CO_RT_ref
11560.0 4.024298308577893 -0.4405329613093293
11560.2 4.039239012611398 -0.41330910110994135
11560.4 4.063096606645035 -0.38334188277741355
11560.6 4.09072466317114 -0.3516368817659857
11560.8 4.118789941522351 -0.31719487843593336
11561.0 4.151512705376509 -0.28026710283317763
11561.2 4.178227341729267 -0.24088382312474227
11561.4 4.2132654688260684 -0.19819735575085798
11561.6 4.24859277257733 -0.1526992236190631
11561.8 4.282667871635351 -0.10383017166546064
11562.0 4.328136233839044 -0.05139683803561155
11562.2 4.37174356727561 0.004917915277009076
11562.4 4.421394321220098 0.06442777318501113
11562.6 4.473516938420544 0.12730062343067153
11562.8 4.52637929385819 0.19358832209938234
11563.0 4.580422026559677 0.2630691024136352
11563.2 4.64248982011275 0.3360519151314006
11563.4 4.702852763695498 0.41218254659532744
11563.6 4.76928545601136 0.4895903027771424
11563.8 4.836456339277567 0.5687702212944836
11564.0 4.90484753888132 0.6491656418889628
11564.2 4.971053384621759 0.7285209400018948
11564.4 5.0353180745413 0.8093896581938382
11564.6 5.100260471027461 0.8835315401026324
11564.8 5.160017011127471 0.9570095845229586
11565.0 5.221090345361212 1.0251751955674828
11565.2 5.2757141124945734 1.0860944768959588
11565.4 5.324942318737065 1.1407159647064673
11565.6 5.371990471693259 1.188752306542875
11565.8 5.41609647207405 1.225702896632944
11566.0 5.453323456152204 1.254257061656001
11566.2 5.485032946128979 1.2764780860026315
11566.4 5.519190439741364 1.29058084878077
11566.6 5.541566757590674 1.2965093150011548
11566.8 5.5588509197636835 1.294760876097217
11567.0 5.576187250071432 1.2884808855083152
11567.2 5.585465114442397 1.2779423511733399
11567.4 5.592554703882236 1.2622051383767023
11567.6 5.595610321895381 1.2442019059725478
11567.8 5.599505310284924 1.2243935880561678
11568.0 5.596502960214544 1.2014591952712614
11568.2 5.592291707964663 1.1803244868126839
11568.4 5.587890063486412 1.1571387289429926
11568.6 5.579204144952052 1.134612876756107
11568.8 5.567127969031858 1.1117635990226822
11569.0 5.554565813436342 1.0894452915459139
11569.2 5.542474869733077 1.0688706407343262
11569.4 5.526381323878222 1.047638708930996
11569.6 5.509929665712993 1.027917137732248
11569.8 5.494405691437616 1.0112565679787147
11570.0 5.476280569418364 0.9930600018390449
11570.2 5.458524590551522 0.9764327611812623
11570.4 5.4406053029977235 0.9600195028660794
11570.6 5.424065521380967 0.9453204473885605
11570.8 5.406868663795357 0.9309389422594195
11571.0 5.388253049818741 0.9181722501318861
11571.2 5.371368404004843 0.9047152527993861
11571.4 5.357354982879734 0.8931647066989716
11571.6 5.338829329642732 0.8808638705570111
11571.8 5.322064826532411 0.8699064388911879
11572.0 5.305650588272516 0.8598916800929686
11572.2 5.287917603204079 0.8501345097636038
11572.4 5.27757853447939 0.8401401768293805
11572.6 5.264462057255246 0.830638247101356
11572.8 5.251730394040324 0.8224633276211616
11573.0 5.2384742749148625 0.8137645868878589
11573.2 5.228188853333238 0.8060940412806312
11573.4 5.217592670106015 0.7991643732460972
11573.6 5.208500729466171 0.7943837944262268
11573.8 5.201918852527888 0.7873689645698718
11574.0 5.189163501801913 0.7820430065947017
11574.2 5.184242128898807 0.7774293922376555
11574.4 5.175175510825268 0.7728494715485031
11574.6 5.169775126538097 0.7700584725846301
11574.8 5.1651866669708415 0.7674571179329854
11575.0 5.160472568751713 0.7655557817164061
11575.2 5.1520859968670525 0.7650465336691555
11575.4 5.150162519326004 0.7634159300343281
11575.6 5.148121519353735 0.7635334739257934
11575.8 5.141296879987395 0.7643751388499285
11576.0 5.136868336318291 0.7644804291408704
11576.2 5.139548028301049 0.7659926088304407
11576.4 5.1356436918434545 0.769719662870768
11576.6 5.135461796271356 0.7732007347106876
11576.8 5.137272318145721 0.7754753777419602
11577.0 5.132975908419017 0.7791289833717124
11577.2 5.134438992686722 0.783789425284264
11577.4 5.132349416254549 0.7879109810043976
11577.6 5.135134795506376 0.792929306930094
11577.8 5.1358245815322 0.7974380890839426
11578.0 5.139616500986179 0.8016041781182296
11578.2 5.138025266804735 0.8065277389965814
11578.4 5.14397745875712 0.8113638688488963
11578.6 5.145092668605231 0.8154405426834684
11578.8 5.142840565215091 0.8200411376346537
11579.0 5.142057105217321 0.8248799010062939
11579.2 5.147989794792906 0.8279777231103101
11579.4 5.147910886142754 0.8318976236466519
11579.6 5.14861077270685 0.8344702713703919
11579.8 5.152069755444303 0.8362586167029803
11580.0 5.152974106659722 0.837723806037548
11580.2 5.151531791069415 0.8390903593475832
11580.4 5.153518891881169 0.8390561150209627
11580.6 5.157868297446903 0.8381566251695362
11580.8 5.155460452402354 0.8374707431013613
11581.0 5.157039569137811 0.8353715839773124
11581.2 5.15583967141165 0.8330771667105606
11581.4 5.153640417839546 0.8299101784520401
11581.6 5.157299919989437 0.8249089079714411
11581.8 5.1535641144403135 0.8209123112588986
11582.0 5.146678504646253 0.8159854078176919
11582.2 5.145951243168272 0.8107171903196536
11582.4 5.146804123191401 0.8041186781700441
11582.6 5.143493250807589 0.7973408718061039
11582.8 5.142033410086022 0.7928675928655275
11583.0 5.141823128993747 0.7873288974605002
11583.2 5.141017948546973 0.7819746545752925
11583.4 5.139634661676659 0.7761393683067269
11583.6 5.137700794066758 0.7716718408082519
11583.8 5.134639622759073 0.7667443326223122
11584.0 5.135357081464804 0.7629479700785218
11584.2 5.131451821387655 0.7574489642631461
11584.4 5.130222851981785 0.7563804125174771
11584.6 5.125184095647184 0.7526472554962342
11584.8 5.128096768385724 0.7493166216188915
11585.0 5.133027303303159 0.746908628569585
11585.2 5.128938118923895 0.7443729605088862
11585.4 5.123197580520093 0.7428361113314003
11585.6 5.126139093823847 0.7426127494205242
11585.8 5.126539663674188 0.7418386058989072
11586.0 5.124705259878744 0.7409047689973681
11586.2 5.125401216611427 0.7407411628270679
11586.4 5.127597407229538 0.7399165118122285
11586.6 5.128321934999107 0.7412357181959365
11586.8 5.132486392218605 0.7418610076075228
11587.0 5.132718703037964 0.7417235911377187
11587.2 5.13089767627696 0.7427455795454104
11587.4 5.13304014470951 0.743911434912998
11587.6 5.136959147636008 0.7463284386593986
11587.8 5.135919351355352 0.7476222636657602
11588.0 5.1451284136052395 0.7495006796995479
11588.2 5.139195840834701 0.7524788714949775
11588.4 5.140585185317483 0.7544084148100118
11588.6 5.1526346005547925 0.7577548349603488
11588.8 5.153785136201769 0.7606629023966038
11589.0 5.156521994405511 0.7655113474180777
11589.2 5.155399023015057 0.7694359868595201
11589.4 5.158866274714634 0.7749680153678264
11589.6 5.161168424046581 0.7790065541659418
11589.8 5.162384797877961 0.7843133670034176
11590.0 5.16765122267521 0.7917475527175812
11590.2 5.174823366958592 0.7998016770283959
11590.4 5.1788066499438 0.8048221827030739
11590.6 5.183443735118749 0.811156164010552
11590.8 5.187648494921729 0.8193090270542116
11591.0 5.192317309869634 0.8280171121101987
11591.2 5.193041910147512 0.8336425755991048
11591.4 5.196894752791714 0.8423700950891899
11591.6 5.2014709879452585 0.8510356313846249
11591.8 5.209831227965581 0.8585117049321687
11592.0 5.214021109748447 0.8665616433288565
11592.2 5.2180945773734395 0.8730230829842068
11592.4 5.224053713947675 0.8809091914913749
11592.6 5.223811126916186 0.8879152159215506
11592.8 5.225796495183947 0.8948982059089713
11593.0 5.2294959011652695 0.9002810974320862
11593.2 5.23611415586573 0.9068864293165527
11593.4 5.236791037427708 0.9109774478028596
11593.6 5.235155074986575 0.9146052831510808
11593.8 5.2385145167595 0.9168570411608099
11594.0 5.239797383358521 0.9194716158084546
11594.2 5.238300873406103 0.9226915880825802
11594.4 5.243459358443269 0.9235362120143177
11594.6 5.245828669581533 0.9232609177006437
11594.8 5.247513379185846 0.9229125889903991
11595.0 5.24308454493615 0.9203220092651626
11595.2 5.245602240291862 0.9200671707289392
11595.4 5.240203111275224 0.9179329424735604
11595.6 5.241865513689761 0.9156187118284664
11595.8 5.240412879086567 0.9114984490672546
11596.0 5.232434791698468 0.9086968210859592
11596.2 5.2336396490203665 0.9043030347142346
11596.4 5.233130789363093 0.9005007624654399
11596.6 5.22453704690807 0.8945947718842112
11596.8 5.229318892831743 0.8888839590662968
11597.0 5.224717990581822 0.8854825431850809
11597.7 5.213639394277844 0.8674070788707315
11598.4 5.203063221503695 0.8506452290552257
11599.1 5.194590461545537 0.8354297678457684
11599.8 5.188833234076436 0.8231292780162666
11600.5 5.181923633908413 0.8131716501807649
11601.2 5.173232988174106 0.8058249999615332
11601.9 5.1639546015338595 0.8010311947848833
11602.6 5.160157674591275 0.7953236924543894
11603.3 5.1561675291112214 0.7896266036051947
11604.993695 5.1464699034427595 0.7731870397005407
11605.999583 5.143633917802215 0.7626803125680282
11607.017662 5.143466499623047 0.7545887254156065
11608.047933 5.146787381338923 0.7518593818373921
11609.090396 5.151394376158125 0.7535178629100676
11610.145051 5.160862611055592 0.7614423308270082
11611.211898 5.170641225260118 0.7742928904474454
11612.290937 5.18426639156654 0.7913247259912729
11613.382167 5.197511888195081 0.8091464562711582
11614.48559 5.2153020465037985 0.8272882402335587
11615.601204 5.229990307431207 0.8465186257632533
11616.729011 5.245322141087541 0.8644612596938618
11617.869009 5.259224055737387 0.8794604168284244
11619.021199 5.267592000989639 0.8895909178367256
11620.185582 5.275049595298929 0.8938411422839305
11621.362156 5.278301236741931 0.8924594726880606
11622.550922 5.277455903661684 0.8864966295018409
11623.751879 5.276836624811081 0.8785669812413718
11624.965029 5.273324525368939 0.8698652325949764
11626.190371 5.270678389705665 0.8608632608912333
11627.427904 5.264634111590658 0.8520199421942599
11628.67763 5.257674507728299 0.8437689277604964
11629.939547 5.254114709975662 0.836407001177446
11631.213657 5.247644134027435 0.8302862097806415
11632.499958 5.240231031344967 0.8254026140629241
11633.798451 5.2380846574034265 0.8202246419976784
11635.109136 5.232201215628029 0.8138212881090628
11636.432013 5.228266774003662 0.8052471005345997
11637.767082 5.220212384240459 0.7947322242630486
11639.114342 5.217350642707331 0.7830186889841623
11640.473795 5.207731025817647 0.7703714671626861
11641.84544 5.205275201490975 0.7585814230841432
11643.229276 5.200154608634003 0.7488799296100163
11644.625305 5.19623868433039 0.7416303457704638
11646.033525 5.195384946017817 0.7357273884473503
11647.453937 5.19374178199022 0.7322932324643779
11648.886541 5.194895168474884 0.7307324908579691
11650.331337 5.195425060760195 0.7312835231178436
11651.788325 5.199342563436216 0.735583562622196
11653.257505 5.207677956113374 0.7432760184692239
11654.738877 5.213187224693925 0.7541522779657831
11656.23244 5.2202118532634705 0.7662396819692884
11657.738196 5.228344116613711 0.778930361601624
11659.256143 5.233588363226259 0.7899514301162928
11660.786283 5.243684696078155 0.7985515232403725
11662.328614 5.249053013550016 0.8055967758742991
11663.883137 5.250857249057207 0.8084140830747312
11665.449852 5.256898296978852 0.8088577188504774
11667.028759 5.259975494278448 0.8076386691836294
11668.619858 5.262017478585037 0.8053615060361236
11670.223149 5.265896725954911 0.8031056812140871
11671.838632 5.264651977694449 0.7997018610703144
11673.466307 5.264635356056884 0.7966098818215622
11675.106173 5.269424373532023 0.7933432411143714
11676.758232 5.27084963102842 0.7909764419847013
11678.422482 5.27402462839089 0.7891861815681738
11680.098924 5.275506833517345 0.7897753187148944
11681.787558 5.2765903193129144 0.7923220894425392
11683.488385 5.279035338313696 0.7960508650268012
11685.201403 5.281057508345439 0.8004394637695101
11686.926613 5.283720768683481 0.8032745312737475
11688.664014 5.288004793283581 0.8053934136123183
11690.413608 5.285625859871596 0.804338683684235
11692.175394 5.2833943852716425 0.8011089356265708
11693.949371 5.282544388175651 0.7947007169560921
11695.735541 5.280283780628524 0.7862734418502405
11697.533902 5.281094921224067 0.7746360323963126
11699.344455 5.275567544556248 0.7621545854263126
11701.167201 5.275946930042864 0.7485709903120492
11703.002138 5.271752031139594 0.7365774149280859
11704.849267 5.2707555879360966 0.7270004445832806
11706.708588 5.272655376850407 0.7213503823582192
11708.5801 5.273259012367434 0.7184151653865666
11710.463805 5.274104623111348 0.718911835238041
11712.359702 5.28079719880111 0.7225582979977627
11714.26779 5.285349952441945 0.7282924247295999
11716.188071 5.288904065876418 0.7352524920021791
11718.120543 5.293976931358181 0.7428794559152349
11720.065207 5.299793809594101 0.7501021565936355
11722.022064 5.3071247583368555 0.7566300737895001
11723.991112 5.315805156239322 0.7623746654527627
11725.972352 5.319698041261702 0.7671583102433611
11727.965784 5.324417074173639 0.7716964494783791
11729.971407 5.33145254188704 0.77465603433254
11731.989223 5.332890385033287 0.777120286222652
11734.019231 5.33770520113176 0.7786432053825398
11736.06143 5.339015056365092 0.778090930784313
11738.115822 5.3435486926954505 0.7764551174592187
11740.182405 5.347320766014976 0.775178028039419
11742.26118 5.352789998594853 0.7730863237485341
11744.352148 5.351848248692586 0.7728227185549733
11746.455307 5.352373951630943 0.7744635612444632
11748.570658 5.357339562454908 0.7779660440356733
11750.698201 5.357941079691238 0.7826302252804956
11752.837935 5.359939213218792 0.7870409976740171
11754.989862 5.361073312856961 0.789003467704722
11757.153981 5.36127463244666 0.7869575691684683
11759.330291 5.363125607833985 0.7808193471535821
11761.518794 5.362871512579302 0.7697287815158939
11763.719488 5.3608733599207055 0.7567534379824821
11765.932374 5.352774283605107 0.7438354897012494
11768.157453 5.3509155763544785 0.7329729819504699
11770.394723 5.349390515687732 0.7244281724814089
11772.644185 5.353738941823379 0.7184226858923767
11774.905838 5.35094736243348 0.7137862362176124
11777.179684 5.350493926000998 0.7111586145914707
11779.465722 5.353244229874236 0.7081745210154496
11781.763952 5.356658439030178 0.7070013653161867
11784.074373 5.356963731904878 0.705981056890359
11786.396987 5.360252710827169 0.7058251452770669
11788.731792 5.364324153217724 0.7054877822466251
11791.078789 5.370789218938735 0.7065207485835466
11793.437978 5.373615381496869 0.7080240121190992
11795.809359 5.383648067923107 0.7112068396197939
11798.192932 5.386602766967471 0.7154343366805581
11800.588697 5.391324210499308 0.7218959759236485
11802.996654 5.3974120398868894 0.7296021509321056
11805.416803 5.40366681059963 0.7380852403257746
11807.849143 5.414150434163923 0.7470046269024743
11810.293676 5.417798246809613 0.7547271661705952
11812.7504 5.422483375143494 0.7606726681345674
11815.219317 5.426034983445011 0.7641091509058179
11817.700425 5.426778593989139 0.7641870242555292
11820.193725 5.429947551407186 0.7617232358515456
11822.699217 5.431648371579361 0.7569609275342045
11825.216901 5.4322155300082295 0.7502689449406927
11827.746777 5.429348566850933 0.740645780179829
11830.288845 5.428142186957742 0.7300487798377862
11832.843105 5.424714453490148 0.7180869211330789
11835.409556 5.427344391910979 0.7062795419257373
11837.9882 5.427860884299563 0.695383150618752
11840.579035 5.424868497956867 0.687421064005956
11843.182062 5.422959154409902 0.6829674294449557
11845.797282 5.424326764916679 0.6805188493962967
11848.424693 5.427520274491077 0.6807319497187395
11851.064296 5.430114527329075 0.6820999956440967
11853.716091 5.432946191903025 0.6852001565582425
11856.380078 5.435944937883863 0.6866347477001081
11859.056256 5.438057966133725 0.6861190559163014
11861.744627 5.442419717936522 0.6831681804603437
11864.44519 5.4455912729993035 0.6787096118095073
11867.157944 5.446381432134793 0.6753746242823438
11869.882891 5.451014016794454 0.6739849283404806
11872.620029 5.455897368014233 0.6749832267793412
11875.369359 5.461806085085653 0.6778596482663849
11878.130881 5.465311705090535 0.6823817994256922
11880.904595 5.469129002237141 0.6871669824088329
11883.690501 5.471738955736771 0.692458355235349
11886.488599 5.4788381039954475 0.6973453682439743
11889.298889 5.485978661568066 0.7016877335617501
11892.121371 5.486828688400531 0.7058293811223926
11894.956044 5.494876401456257 0.7082064192217068
11897.80291 5.500553226249711 0.7073991622701473
11900.661967 5.499169061480557 0.7043207464632122
11903.533217 5.497561990020388 0.6984492823664673
11906.416658 5.496828372897022 0.6900498136863193
11909.312291 5.498229147389324 0.6795634251116535
11912.220116 5.497554465342688 0.6690897410547233
11915.140133 5.495042835021799 0.6599516163313093
11918.072342 5.499538769749626 0.6527063975618032
11921.016743 5.50899156176675 0.6481049628950327
11923.973335 5.5030894772464505 0.6450834452643973
11926.94212 5.502276647701229 0.6447365581165944
11929.923096 5.505602209761369 0.6450279795918564
11932.916265 5.508446104701049 0.6459174214617814
11935.921625 5.509530658342716 0.6464938755828117
11938.939177 5.513199108285713 0.6470272595833412
11941.968921 5.518910631367637 0.6467046028305475
11945.010858 5.520586304871116 0.6462411319427783
11948.064985 5.526198262908745 0.6441094647944895
11951.131305 5.5265708524459205 0.6405792657210772
11954.209817 5.530755714844223 0.6364893830084826
11957.300521 5.535288792870879 0.6343985212104108
11960.403416 5.537760894594338 0.6336921756384433
11963.518504 5.544862697617982 0.6356547071680468
11966.645783 5.54703889713462 0.6388039622181874
11969.785255 5.5532279486650875 0.6417008650343725
11972.936918 5.555791404678483 0.6437726807384699
11976.100773 5.559813236322169 0.6450242658897359
11979.27682 5.563126639762518 0.6448941570832577
11982.465059 5.566594327807321 0.644400348771259
11985.66549 5.571251239425888 0.6441481647115852
11988.878112 5.570922226766264 0.6439196688420921
11992.102927 5.574835154237133 0.6433018678824359
11995.339934 5.578205154997725 0.641066006590905
11998.589132 5.57780244781353 0.6374437443280285
12001.850523 5.579623700752649 0.6317525044731364
12005.124105 5.583508028681057 0.6243371824061937
12008.409879 5.583098849267768 0.6158816915297177
12011.707845 5.582966785089445 0.6069610236813415
12015.018003 5.585323676115819 0.5981868960929078
12018.340353 5.588177392904149 0.5914291727227473
12021.674895 5.589193442137273 0.5870497913445877
12025.021629 5.58916671763235 0.584329078638709
12028.380554 5.590910555548232 0.5840611203387253
12031.751672 5.594465919333467 0.5841300790405224
12035.134982 5.5975675821642525 0.5854576707756843
12038.530483 5.60258682226051 0.5863253857869989
12041.938176 5.60981569258808 0.5870981091434173
12045.358061 5.619717259767098 0.5881411786723935
12048.790139 5.617678231847746 0.5888509544846016
12052.234408 5.617558875818912 0.5899352864248412
12055.690868 5.622696677479452 0.5905715683557888
12059.159521 5.625729872848075 0.5910682816243744
12062.640366 5.63205202173488 0.5909269983635995
12066.133403 5.636333067400374 0.5908980905518674
12069.638631 5.642435250972574 0.5896873464280351
12073.156052 5.642586200584508 0.5886976719314678
12076.685664 5.645555906055169 0.5876825981729457
12080.227468 5.650590822831496 0.5861510240118847
12083.781465 5.6531170110984705 0.5844275173339338
12087.347653 5.657823537766048 0.5814184231002366
12090.926033 5.660040877417109 0.5772818229499705
12094.516605 5.66206823949688 0.5725387409920023
12098.119369 5.665171053558347 0.5675569025167412
12101.734324 5.6694507019537355 0.563450055315344
12105.361472 5.670510708902704 0.5590150760204325
12109.000811 5.673062768907423 0.5545285511489445
12112.652343 5.678085216124985 0.5510881744532943
12116.316066 5.684318383485805 0.5470583794881602
12119.991982 5.678449222953236 0.5425304117100211
12123.680089 5.675261913330325 0.5385993826155014
12127.380388 5.680710101166639 0.5346786439715993
12131.092879 5.684169519696779 0.5312894106572156
12134.817562 5.685399673511076 0.5283029463043172
12138.554437 5.688353022813181 0.5266565179670901
12142.303503 5.693332016622812 0.5257490334463069
12146.064762 5.698597842648888 0.5253488994255747
12149.838213 5.701122463829852 0.5247777483872454
12153.623855 5.704931834444282 0.5243824914995507
12157.421689 5.7098161391211795 0.5241847871002043
12161.231716 5.713829706360116 0.524366715221995
12165.053934 5.716452031976857 0.5248272269519071
12168.888344 5.720675303388452 0.5246709315332463
12172.734946 5.733143155365171 0.524976018937971
12176.59374 5.743432980639861 0.5246978382456036
12180.464726 5.7398048468774165 0.5241315578024563
12184.347903 5.740164927782162 0.5230475826375233
12188.243273 5.744632498554731 0.5217504811503189
12192.150835 5.7475411446738445 0.5197409646270867
12196.070588 5.749412948450989 0.5170103756093004
12200.002533 5.754376885790383 0.513800318093524
12203.946671 5.757280300791878 0.5097117999488291
12207.903 5.761364933819843 0.5054733203054614
12211.871521 5.76286648163658 0.5005553886274735
12215.852234 5.764160908011875 0.49592440321609726
12219.845139 5.768010827693067 0.4912114669365238
12223.850236 5.771762684855132 0.4876499178420787
12227.867524 5.773374607672885 0.4848232566354094
12231.897005 5.7765492577857875 0.4814433593127788
12235.938678 5.781929443695611 0.4783206814582316
12239.992542 5.781832003385977 0.4755584883623896
12244.058598 5.784749007943546 0.47241945489099324
12248.136847 5.788336014329761 0.46924152897005783
12252.227287 5.794247871420542 0.46540466882201237
12256.329919 5.808676702125838 0.4613646323003123
12260.444743 5.798277843143703 0.4577175270519046
12264.571759 5.801041914432745 0.45519461226266705
12268.710967 5.805279978648308 0.45358207600841915
12272.862366 5.809159855461516 0.45241529361690785
12277.025958 5.812733713468954 0.4519114405723788
12281.201742 5.818454683907787 0.45187695561048086
12285.389717 5.820830910795974 0.45262807931376586
12289.589884 5.826499307107314 0.453132573438724
12293.802244 5.834484078850155 0.45398003825584066
12298.026795 5.850251778827021 0.4543443111638244
12302.263538 5.842307387152297 0.4533442392932917
12306.512473 5.843093401341475 0.4525706564578728
12310.7736 5.846357077202849 0.4510418169357656
12315.046919 5.850160342833381 0.44828512605560966
12319.332429 5.852252864345046 0.44482672296672426
12323.630132 5.857991988682315 0.4412129734262628
12327.940026 5.860035135633732 0.4362551420774939
12332.262113 5.865003442853437 0.4315592234499374
12336.596391 5.869680010618239 0.4265949612458092
12340.942861 5.871285985991045 0.4217992779279007
12345.301524 5.872615134049323 0.41778781545363414
12349.672378 5.875685188027506 0.4140288395555041
12354.055424 5.87997267548756 0.41089656086273685
12358.450662 5.8812355367525075 0.4082091816008432
12362.858091 5.8855475944311015 0.40523551735466523
