energy CO_200 CO_200_ref
11375.868399 3.4888070488898806 -0.8982151526861307
11380.868399 3.4932856154637943 -0.8993813958714542
11385.868399 3.5134093117932075 -0.9009616835213073
11390.868399 3.4925581925454985 -0.9027145966401393
11395.868399 3.4895996245046352 -0.9042319748427324
11400.868399 3.496690112853011 -0.9058004211069877
11405.868399 3.5017389412254216 -0.907407762280265
11410.868399 3.504220344968022 -0.9091118995376527
11415.868399 3.508026784567767 -0.9107414302893954
11420.868399 3.5198789801578725 -0.9124568456326053
11425.868399 3.529455155836073 -0.9140655286641091
11430.868399 3.5312570352027604 -0.9156804581707363
11435.868399 3.535480822494869 -0.9173166214592408
11440.868399 3.538727711017114 -0.9189103081016522
11445.868399 3.541997312186397 -0.920462265911624
11450.868399 3.5473097513687164 -0.9219373801570968
11455.868399 3.5513960221840732 -0.9233835436027304
11460.868399 3.5557392536771855 -0.9248945091502442
11465.868399 3.559330002172874 -0.9263352467845135
11470.868399 3.565344316558398 -0.9276548249894538
11475.868399 3.5687965213050497 -0.928900384803434
11480.868399 3.5742588775561788 -0.9300714337372017
11485.868399 3.5783393439854594 -0.931171940069663
11490.868399 3.5830242882726178 -0.9320393658260497
11495.868399 3.588581166307738 -0.932739883060479
11500.868399 3.5940333686733203 -0.9333811880280726
11505.868399 3.600423761625006 -0.9336314817199362
11510.868399 3.6058462558662328 -0.9333890613296004
11515.868399 3.6131249567487886 -0.9327167846471892
11520.868399 3.6204548480547296 -0.9312195331636524
11525.868399 3.6294588056232975 -0.9286735526566777
11530.868399 3.6393769125157585 -0.9245320213379227
11534.0 3.6476956292583944 -0.9207320420629665
11535.0 3.64998630775717 -0.9192326105672706
11536.0 3.6533352364475786 -0.9175307927576729
11537.0 3.6550361054332474 -0.9156291880600494
11538.0 3.6577570842921383 -0.9136550844642325
11539.0 3.662411448876604 -0.9114762761596115
11540.0 3.6652643738539736 -0.908808683332069
11541.0 3.6711328656999216 -0.9061594379411101
11541.2 3.671374529243448 -0.9051481060144664
11541.4 3.6695577458794726 -0.904613144322656
11541.6 3.668800593126687 -0.9036557269615778
11541.8 3.675546140993279 -0.902946625541866
11542.0 3.6732186975493026 -0.9026022970652097
11542.2 3.6775569068525447 -0.9022788052869284
11542.4 3.67689466504282 -0.90127366583424
11542.6 3.674773777273153 -0.9005270671788772
11542.8 3.6764325813529517 -0.8996339846642682
11543.0 3.6796424065165185 -0.8990336645800838
11543.2 3.678051777386176 -0.8979043952559206
11543.4 3.681713030995668 -0.8974322070885037
11543.6 3.6807518411316744 -0.8964559902828674
11543.8 3.6879197796959535 -0.8957549217205637
11544.0 3.6823391066261855 -0.894595883348403
11544.2 3.683066683100816 -0.894113872925075
11544.4 3.6899218934039135 -0.893130283834699
11544.6 3.6830075447245543 -0.8922572218468936
11544.8 3.687546297114419 -0.8915867435372308
11545.0 3.684965784824283 -0.8901964595020412
11545.2 3.6926606616249993 -0.88917891411318
11545.4 3.6887003513526326 -0.8880221549365127
11545.6 3.6939139583506906 -0.8873232726967701
11545.8 3.6914362293285294 -0.8861124537924006
11546.0 3.698663701273734 -0.8847228179825214
11546.2 3.697533577815382 -0.8835432317128279
11546.4 3.6984279042571697 -0.882794541628978
11546.6 3.697587658260636 -0.8812837047682403
11546.8 3.7002768256287766 -0.8798243139970804
11547.0 3.7026155230575797 -0.879022078179145
11547.2 3.7044541930519475 -0.8776099989703366
11547.4 3.7048989600545403 -0.8759154430430136
11547.6 3.70379731970056 -0.8743329924251743
11547.8 3.7109570265540084 -0.8734413662644112
11548.0 3.7091857622262547 -0.8717574962938095
11548.2 3.7109343651953206 -0.8701208759531776
11548.4 3.7141082280760793 -0.8684104983712111
11548.6 3.7166513181113436 -0.8670848334704508
11548.8 3.717726094928914 -0.8651183469713976
11549.0 3.7171256010126354 -0.8632649824023277
11549.2 3.720100050771851 -0.8617537563316068
11549.4 3.7212489564264684 -0.8598924727226516
11549.6 3.7213843789401007 -0.8581045269084991
11549.8 3.725305126429963 -0.8556569653168518
11550.0 3.727308709892398 -0.8536286021464292
11550.2 3.728351715284352 -0.8519296515106515
11550.4 3.730832561143626 -0.8494325435830675
11550.6 3.7336950049688795 -0.8470954808385566
11550.8 3.7353140182942055 -0.844636980480003
11551.0 3.7358831922767393 -0.8420863015707936
11551.2 3.7418025541504476 -0.8395018981818166
11551.4 3.7441967931162465 -0.8372715872942026
11551.6 3.7459734641351643 -0.8344690711958659
11551.8 3.7522987707831845 -0.8316604879482202
11552.0 3.7485273298528172 -0.828757189954292
11552.2 3.751895848780413 -0.8254870169509491
11552.4 3.7583704530019775 -0.8226007800133875
11552.6 3.7627184200418786 -0.8192981133839999
11552.8 3.763928907729053 -0.8153411666895777
11553.0 3.763074145913085 -0.8122001966934257
11553.2 3.7718480584413614 -0.808702973807471
11553.4 3.7725575842796895 -0.8050251575158314
11553.6 3.7764630828765795 -0.8009114598296045
11553.8 3.777906399602311 -0.7964330765585732
11554.0 3.7838380365787896 -0.7919260483992543
11554.2 3.7935693219329636 -0.7874216007974736
11554.4 3.7943566732489797 -0.7826113522600038
11554.6 3.7966444171881393 -0.777340400925759
11554.8 3.8037426112559984 -0.7719135113403341
11555.0 3.808939977623021 -0.7665257558111144
11555.2 3.8103660247682334 -0.7605506402783803
11555.4 3.8198325908796202 -0.7542423506296475
11555.6 3.829337232690091 -0.7477696315730595
11555.8 3.830372457392676 -0.7408812062215645
11556.0 3.8344352426830777 -0.733845831902378
11556.2 3.8462971718617394 -0.7260914080572604
11556.4 3.8490322982166028 -0.7179587627874974
11556.6 3.855318861525191 -0.7095239763672403
11556.8 3.8657076447300858 -0.7003351066546342
11557.0 3.87311015057582 -0.6911944590597215
11557.2 3.883475358955074 -0.681041662518694
11557.4 3.890150813365732 -0.6702152198411108
11557.6 3.8998740171516744 -0.6590070187161491
11557.8 3.9072842281072155 -0.6469415401784879
11558.0 3.9197295129565037 -0.6335157074416539
11558.2 3.930609978243201 -0.6203598644842889
11558.4 3.9449829435511483 -0.6056640338139722
11558.6 3.95365359907932 -0.5903988476353929
11558.8 3.969722915455003 -0.5738524904022085
11559.0 3.984752718160645 -0.5558054699238675
11559.2 3.9992287646444202 -0.5364835289237393
11559.4 4.018134480837517 -0.5159288680089514
